root	finite_tokens	distinct_cells	cells
tāḍay	230	21	Impf.Ind.Act.3.Sing:94;Past.Ind.Act.3.Sing:57;Pres.Opt.Act.3.Sing:29;Impf.Ind.Act.3.Plur:7;Pres.Ind.Pass.3.Sing:6;Pres.Ind.Act.3.Plur:6;Impf.Ind.Act.1.Sing:5;Pres.Imp.Act.2.Sing:4;Past.Ind.Act.3.Dual:4;Impf.Ind.Pass.3.Sing:3;Pres.Ind.Pass.3.Plur:3;Pres.Ind.Act.2.Sing:2;Fut.Ind.Act.1.Sing:2;Past.Jus.Act.3.Plur:1;Pres.Ind.Act.1.Sing:1;Fut.Ind.Act.2.Sing:1;Pres.Imp.Pass.3.Plur:1;Past.Ind.Act.3.Plur:1;Fut.Cond.Act.1.Plur:1;Pres.Imp.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1
tīrthīkṛ	1	1	Pres.Ind.Act.3.Plur:1
tīvrīkṛ	2	1	Pres.Ind.Act.3.Sing:2
tūrv	4	3	Pres.Ind.Act.2.Plur:2;Pres.Imp.Act.2.Dual:1;Pres.Ind.Act.2.Sing:1
tūtūrṣ	1	1	Pres.Ind.Act.3.Sing:1
tūṣṇībhū	2	2	Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
tṛ	630	50	Pres.Ind.Act.3.Sing:142;Pres.Imp.Act.2.Sing:56;Pres.Ind.Act.3.Plur:54;Pres.Opt.Act.1.Plur:44;Pres.Opt.Act.3.Sing:41;Past.Ind.Act.2.Plur:26;Past.Ind.Act.3.Sing:25;Impf.Ind.Act.3.Sing:22;Past.Sub.Act.3.Sing:15;Fut.Ind.Act.3.Plur:14;Past.Jus.Act.3.Sing:12;Impf.Ind.Act.3.Plur:11;Past.Sub.Act.2.Sing:11;Past.Ind.Act.3.Plur:10;Pres.Jus.Act.3.Sing:10;Pres.Ind.Act.2.Sing:9;Pres.Imp.Act.2.Plur:9;Past.Ind.Act.1.Plur:9;Fut.Ind.Act.3.Sing:9;Pres.Ind.Act.1.Sing:8;Past.Ind.Pass.3.Sing:8;Past.Jus.Act.2.Sing:7;Impf.Ind.Act.1.Sing:7;Pres.Imp.Act.1.Sing:6;Pres.Imp.Act.1.Plur:6;Pres.Imp.Act.3.Plur:6;Impf.Ind.Act.2.Sing:5;Past.Ind.Act.1.Sing:5;Pres.Ind.Act.1.Plur:5;Pres.Sub.Act.3.Sing:4;Pres.Opt.Act.1.Sing:4;Pres.Imp.Act.2.Dual:4;Pres.Ind.Act.3.Dual:3;Fut.Ind.Act.1.Plur:3;Pres.Imp.Act.3.Sing:3;Fut.Ind.Act.2.Sing:2;Past.Jus.Act.2.Dual:2;Impf.Ind.Pass.3.Sing:1;Pres.Sub.Act.3.Dual:1;Impf.Ind.Act.1.Dual:1;Fut.Ind.Act.1.Dual:1;Fut.Ind.Act.3.Dual:1;Pres.Ind.Pass.3.Sing:1;Fut.Ind.Act.2.Plur:1;Pres.Opt.Act.3.Plur:1;Past.Ind.Act.2.Sing:1;Past.Opt.Act.1.Plur:1;Pres.Jus.Act.3.Plur:1;Pres.Opt.Act.2.Dual:1;Pres.Opt.Act.2.Plur:1
tṛd	37	10	Pres.Imp.Act.2.Sing:11;Past.Ind.Act.3.Sing:7;Past.Sub.Act.2.Sing:6;Pres.Ind.Act.3.Sing:4;Impf.Ind.Act.3.Sing:4;Past.Imp.Act.2.Sing:1;Pres.Opt.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Impf.Ind.Act.2.Dual:1;Past.Ind.Act.2.Sing:1
tṛh	9	6	Past.Ind.Act.1.Sing:3;Pres.Ind.Act.3.Plur:2;Pres.Imp.Pass.3.Plur:1;Pres.Sub.Act.3.Plur:1;Pres.Ind.Pass.3.Plur:1;Past.Ind.Act.3.Sing:1
tṛp	336	24	Pres.Ind.Act.3.Sing:104;Pres.Ind.Act.3.Plur:44;Pres.Imp.Act.3.Sing:36;Pres.Imp.Act.3.Plur:31;Pres.Ind.Act.1.Sing:23;Pres.Imp.Act.2.Sing:19;Pres.Imp.Act.2.Plur:12;Pres.Opt.Act.3.Sing:11;Past.Ind.Act.3.Sing:8;Fut.Pot.Act.3.Sing:7;Impf.Ind.Act.3.Sing:7;Pres.Ind.Act.2.Sing:6;Impf.Ind.Act.3.Plur:6;Pres.Imp.Act.2.Dual:6;Past.Ind.Act.3.Plur:4;Past.Ind.Act.1.Sing:2;Pres.Ind.Act.3.Dual:2;Past.Ind.Act.1.Plur:2;Impf.Ind.Act.3.Dual:1;Fut.Ind.Act.3.Sing:1;Pres.Jus.Act.3.Plur:1;Pres.Ind.Act.1.Plur:1;Pres.Imp.Act.3.Dual:1;Pres.Sub.Act.2.Sing:1
tṛptīkṛ	1	1	Pres.Ind.Act.3.Sing:1
tṛṣ	22	8	Past.Ind.Act.3.Plur:7;Pres.Ind.Pass.3.Sing:5;Pres.Ind.Act.3.Sing:3;Past.Jus.Act.3.Sing:2;Pres.Opt.Act.3.Sing:2;Past.Jus.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1;Past.Ind.Act.1.Plur:1
u	1	1	Pres.Ind.Act.3.Sing:1
ubh	3	3	Pres.Jus.Act.2.Sing:1;Impf.Ind.Act.2.Sing:1;Impf.Ind.Act.3.Sing:1
ubj	12	8	Pres.Imp.Act.2.Dual:4;Pres.Imp.Act.2.Sing:2;Pres.Imp.Act.3.Sing:1;Impf.Ind.Act.2.Sing:1;Impf.Ind.Act.3.Sing:1;Past.Ind.Act.2.Sing:1;Pres.Jus.Act.2.Sing:1;Pres.Imp.Act.3.Plur:1
uc	16	8	Pres.Ind.Act.3.Sing:4;Past.Ind.Act.3.Sing:4;Pres.Imp.Act.3.Sing:2;Past.Ind.Act.2.Sing:2;Pres.Imp.Act.3.Dual:1;Pres.Imp.Act.2.Sing:1;Past.Ind.Act.3.Dual:1;Pres.Ind.Act.2.Sing:1
uccal	13	6	Past.Ind.Act.3.Sing:4;Impf.Ind.Act.1.Sing:4;Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1
uccar	45	11	Pres.Opt.Act.3.Sing:16;Past.Ind.Act.3.Sing:9;Pres.Ind.Act.3.Sing:7;Past.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Dual:2;Pres.Sub.Act.3.Dual:2;Pres.Imp.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.1.Sing:1;Pres.Ind.Act.2.Sing:1
uccaraṇy	5	2	Pres.Jus.Act.3.Sing:4;Pres.Opt.Act.3.Sing:1
ucchal	1	1	Pres.Ind.Act.3.Sing:1
uccheday	2	1	Pres.Imp.Act.2.Sing:2
ucchid	28	11	Pres.Opt.Act.3.Sing:8;Pres.Ind.Pass.3.Plur:5;Pres.Ind.Pass.3.Sing:4;Pres.Ind.Act.3.Sing:3;Pres.Opt.Pass.3.Sing:2;Fut.Ind.Act.3.Sing:1;Fut.Ind.Act.1.Plur:1;Pres.Opt.Pass.3.Plur:1;Pres.Opt.Act.1.Sing:1;Fut.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1
ucchiṣ	35	9	Pres.Opt.Act.3.Sing:11;Pres.Ind.Pass.3.Sing:7;Pres.Ind.Act.3.Sing:6;Past.Jus.Act.2.Sing:4;Past.Jus.Act.3.Sing:2;Impf.Ind.Act.3.Plur:2;Pres.Sub.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
ucchoṣay	3	1	Pres.Ind.Act.3.Sing:3
ucchri	91	15	Pres.Ind.Act.3.Sing:36;Pres.Imp.Act.2.Sing:20;Pres.Ind.Act.3.Plur:9;Pres.Opt.Act.3.Sing:9;Past.Ind.Act.3.Sing:3;Past.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Sing:2;Pres.Ind.Pass.3.Sing:2;Pres.Ind.Act.1.Sing:2;Pres.Sub.Act.3.Sing:1;Pres.Imp.Pass.3.Sing:1;Past.Ind.Act.3.Dual:1;Pres.Imp.Act.3.Plur:1;Pres.Imp.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1
ucchrāpay	5	2	Pres.Imp.Act.2.Sing:4;Pres.Opt.Act.3.Sing:1
ucchuṣ	2	2	Pres.Ind.Act.3.Plur:1;Past.Ind.Act.3.Plur:1
ucchvas	20	5	Pres.Ind.Act.3.Sing:12;Pres.Opt.Act.3.Sing:5;Past.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1
ucchvañc	4	1	Pres.Imp.Act.2.Sing:4
ucchvi	1	1	Pres.Ind.Act.3.Sing:1
ucchvāsay	2	1	Pres.Ind.Pass.3.Sing:2
ucchī	1	1	Pres.Ind.Act.3.Dual:1
uccyāvay	1	1	Pres.Imp.Act.2.Sing:1
uccāray	26	9	Pres.Opt.Act.3.Sing:7;Pres.Ind.Act.3.Plur:5;Pres.Ind.Act.3.Sing:5;Pres.Ind.Pass.3.Sing:4;Impf.Ind.Act.3.Plur:1;Fut.Ind.Act.2.Plur:1;Fut.Cond.Act.2.Plur:1;Pres.Opt.Pass.3.Sing:1;Pres.Ind.Pass.3.Plur:1
uccāṭay	14	4	Pres.Opt.Act.3.Sing:8;Pres.Ind.Act.3.Sing:3;Pres.Imp.Act.2.Sing:2;Fut.Cond.Act.3.Sing:1
udah	1	1	Past.Ind.Act.3.Plur:1
udaj	13	8	Impf.Ind.Act.3.Sing:3;Past.Ind.Act.3.Sing:3;Impf.Ind.Act.3.Plur:2;Pres.Imp.Act.3.Plur:1;Pres.Imp.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
udan	7	5	Impf.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1
udarday	1	1	Pres.Ind.Act.3.Sing:1
udas	20	5	Pres.Ind.Act.3.Sing:12;Pres.Opt.Act.3.Sing:3;Past.Ind.Act.3.Sing:3;Pres.Opt.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1
udavasā	11	3	Pres.Ind.Act.3.Sing:8;Pres.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Sing:1
udavāp	1	1	Past.Ind.Act.3.Sing:1
udañc	7	6	Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.1.Sing:1;Pres.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1;Past.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1
udañcay	1	1	Pres.Ind.Act.3.Sing:1
udaś	1	1	Pres.Ind.Act.3.Dual:1
udbandh	1	1	Pres.Opt.Act.3.Sing:1
udbhid	9	5	Impf.Ind.Act.3.Sing:4;Pres.Ind.Act.3.Sing:2;Impf.Ind.Pass.3.Sing:1;Impf.Ind.Act.3.Dual:1;Pres.Ind.Pass.3.Sing:1
udbhram	4	3	Pres.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Sing:1
udbhā	3	1	Past.Ind.Act.3.Sing:3
udbhās	1	1	Pres.Ind.Act.3.Sing:1
udbhāvay	12	5	Pres.Ind.Act.3.Sing:6;Pres.Ind.Act.3.Plur:2;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.3.Dual:1;Past.Ind.Act.3.Sing:1
udbhū	38	7	Past.Ind.Act.3.Sing:25;Pres.Ind.Act.3.Plur:5;Pres.Ind.Act.3.Sing:4;Impf.Ind.Act.3.Plur:1;Past.Ind.Act.3.Dual:1;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Dual:1
udbhṛ	4	3	Past.Ind.Act.1.Plur:2;Past.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
udbodhay	2	2	Pres.Opt.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
udbrū	2	2	Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
udbudh	11	2	Pres.Imp.Act.2.Sing:10;Pres.Imp.Act.3.Sing:1
udbādh	3	2	Pres.Opt.Act.3.Sing:2;Impf.Ind.Act.3.Sing:1
udbībhats	2	1	Impf.Ind.Act.3.Sing:2
udbṛṃh	1	1	Past.Ind.Act.3.Sing:1
uddah	5	2	Fut.Ind.Act.3.Sing:4;Pres.Opt.Act.3.Sing:1
uddhan	33	5	Pres.Ind.Act.3.Sing:26;Pres.Opt.Act.3.Sing:3;Past.Ind.Act.3.Plur:2;Past.Ind.Act.3.Sing:1;Impf.Ind.Pass.3.Sing:1
uddharṣay	5	3	Pres.Ind.Act.3.Sing:3;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
uddhvaṃs	3	3	Pres.Ind.Pass.3.Sing:1;Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
uddhvaṃsay	3	2	Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Sing:1
uddhvā	1	1	Impf.Ind.Act.3.Sing:1
uddhā	2	2	Past.Ind.Act.3.Plur:1;Fut.Ind.Act.3.Plur:1
uddhāray	6	2	Pres.Opt.Act.3.Sing:3;Past.Ind.Act.3.Sing:3
uddhū	3	1	Pres.Ind.Pass.3.Sing:3
uddhūlay	3	2	Pres.Opt.Act.3.Sing:2;Past.Ind.Act.3.Sing:1
uddhūpay	1	1	Pres.Ind.Act.3.Sing:1
uddhṛ	397	23	Pres.Opt.Act.3.Sing:150;Pres.Ind.Act.3.Sing:80;Pres.Imp.Act.2.Sing:38;Past.Ind.Act.3.Sing:36;Pres.Ind.Act.3.Plur:24;Fut.Ind.Act.1.Sing:15;Pres.Ind.Act.1.Sing:11;Pres.Opt.Act.3.Plur:7;Fut.Ind.Act.3.Sing:5;Impf.Ind.Act.3.Sing:5;Impf.Ind.Act.3.Plur:4;Pres.Imp.Pass.3.Sing:4;Pres.Imp.Act.2.Plur:3;Pres.Ind.Pass.3.Sing:3;Past.Ind.Act.3.Plur:3;Pres.Opt.Act.1.Sing:2;Pres.Ind.Pass.3.Plur:1;Pres.Imp.Act.3.Sing:1;Pres.Opt.Act.1.Plur:1;Pres.Ind.Act.1.Plur:1;Impf.Ind.Act.1.Sing:1;Pres.Sub.Act.1.Sing:1;Pres.Imp.Act.1.Plur:1
uddih	2	1	Pres.Ind.Act.3.Plur:2
uddiś	86	9	Fut.Ind.Act.3.Plur:31;Fut.Ind.Act.3.Sing:19;Pres.Opt.Act.3.Sing:16;Pres.Ind.Act.3.Sing:11;Pres.Ind.Act.3.Plur:4;Pres.Imp.Act.2.Plur:2;Pres.Imp.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1;Fut.Ind.Act.1.Plur:1
uddru	15	7	Pres.Ind.Act.3.Sing:4;Impf.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:2;Pres.Opt.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1
uddyotay	10	2	Fut.Ind.Act.3.Sing:9;Past.Ind.Act.3.Plur:1
uddīp	13	5	Pres.Imp.Act.2.Sing:6;Impf.Ind.Act.3.Sing:4;Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1
uddīpay	11	4	Pres.Ind.Act.1.Plur:5;Pres.Ind.Act.3.Sing:4;Pres.Ind.Act.2.Sing:1;Pres.Opt.Act.3.Sing:1
uddṛh	1	1	Pres.Imp.Act.2.Sing:1
ude	57	9	Pres.Imp.Act.2.Sing:36;Pres.Ind.Act.3.Sing:6;Past.Ind.Act.3.Sing:4;Pres.Imp.Act.2.Plur:3;Pres.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Dual:2;Past.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1;Fut.Ind.Act.3.Sing:1
udgam	10	6	Pres.Ind.Act.3.Sing:3;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1;Past.Ind.Act.3.Dual:1
udghaṭ	1	1	Pres.Ind.Act.3.Plur:1
udghaṭay	1	1	Pres.Opt.Act.3.Sing:1
udghoṣay	22	5	Pres.Ind.Act.3.Plur:16;Pres.Ind.Pass.3.Sing:3;Pres.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Pres.Imp.Act.2.Plur:1
udghāṭay	21	12	Pres.Opt.Act.3.Sing:7;Pres.Ind.Pass.3.Sing:2;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Sing:2;Pres.Imp.Pass.3.Sing:1;Pres.Imp.Act.3.Sing:1;Pres.Imp.Act.1.Sing:1;Pres.Ind.Act.1.Sing:1;Impf.Ind.Act.3.Sing:1;Fut.Ind.Act.1.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1
udghṛṣ	1	1	Pres.Ind.Pass.3.Sing:1
udgiray	1	1	Pres.Opt.Act.3.Sing:1
udgrah	148	13	Pres.Ind.Act.3.Sing:36;Fut.Ind.Act.3.Plur:33;Pres.Opt.Act.3.Sing:25;Fut.Ind.Act.3.Sing:24;Pres.Ind.Act.3.Plur:9;Impf.Ind.Act.3.Sing:8;Past.Ind.Act.3.Sing:5;Pres.Imp.Act.2.Sing:2;Pres.Imp.Act.2.Plur:2;Pres.Opt.Act.3.Plur:1;Pres.Imp.Act.3.Plur:1;Impf.Ind.Act.3.Plur:1;Past.Ind.Act.3.Plur:1
udgranth	3	2	Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.1.Sing:1
udgrathay	1	1	Pres.Ind.Act.3.Plur:1
udgrāhay	1	1	Pres.Opt.Act.3.Sing:1
udguh	4	1	Pres.Ind.Act.3.Sing:4
udgā	213	20	Pres.Ind.Act.3.Sing:65;Past.Ind.Act.3.Sing:48;Pres.Opt.Act.3.Sing:40;Pres.Imp.Act.2.Sing:14;Fut.Ind.Act.3.Sing:8;Impf.Ind.Act.3.Plur:6;Pres.Imp.Act.3.Sing:5;Pres.Opt.Act.2.Sing:4;Pres.Ind.Act.3.Plur:3;Past.Ind.Act.3.Plur:3;Fut.Ind.Act.2.Sing:3;Impf.Ind.Act.3.Sing:3;Past.Ind.Act.3.Dual:2;Past.Ind.Act.2.Sing:2;Past.Jus.Act.1.Plur:2;Fut.Pot.Act.2.Sing:1;Pres.Ind.Act.1.Plur:1;Fut.Ind.Act.1.Sing:1;Pres.Ind.Act.1.Sing:1;Pres.Opt.Act.3.Plur:1
udgāh	3	2	Past.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Sing:1
udgāpay	1	1	Pres.Opt.Act.3.Sing:1
udgṛ	20	6	Pres.Ind.Act.3.Sing:9;Pres.Opt.Act.3.Sing:5;Pres.Ind.Act.3.Plur:3;Pres.Opt.Pass.3.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Plur:1
udi	220	17	Pres.Ind.Act.3.Sing:114;Pres.Ind.Act.3.Plur:17;Impf.Ind.Act.3.Plur:15;Fut.Ind.Act.3.Sing:15;Pres.Opt.Act.3.Sing:13;Impf.Ind.Act.3.Sing:9;Pres.Imp.Act.2.Sing:8;Pres.Sub.Act.3.Sing:7;Past.Ind.Act.3.Plur:5;Pres.Imp.Act.3.Sing:5;Past.Ind.Act.3.Sing:5;Pres.Ind.Act.2.Dual:2;Past.Ind.Act.3.Dual:1;Pres.Ind.Act.2.Sing:1;Pres.Ind.Pass.3.Sing:1;Pres.Ind.Pass.3.Plur:1;Pres.Opt.Act.3.Dual:1
udindh	1	1	Pres.Ind.Act.3.Sing:1
udiṅgay	2	1	Pres.Ind.Act.3.Sing:2
udric	4	2	Pres.Ind.Pass.3.Sing:3;Pres.Ind.Act.3.Sing:1
udruc	1	1	Impf.Ind.Act.2.Sing:1
udrudh	1	1	Past.Ind.Act.3.Sing:1
udrāraj	1	1	Pres.Ind.Act.1.Sing:1
udubj	1	1	Impf.Ind.Act.3.Sing:1
udukṣ	2	2	Impf.Ind.Act.3.Sing:1;Past.Ind.Pass.3.Sing:1
uduṣ	7	5	Past.Jus.Act.2.Dual:3;Pres.Imp.Act.3.Sing:1;Pres.Ind.Act.3.Dual:1;Impf.Ind.Act.3.Sing:1;Past.Jus.Act.2.Sing:1
udvad	3	1	Pres.Ind.Act.3.Sing:3
udvadh	2	1	Past.Jus.Act.3.Sing:2
udvah	85	17	Pres.Opt.Act.3.Sing:33;Pres.Ind.Act.3.Sing:10;Pres.Ind.Act.3.Plur:10;Pres.Imp.Act.2.Sing:10;Impf.Ind.Act.3.Plur:4;Impf.Ind.Act.3.Sing:3;Pres.Opt.Act.1.Sing:2;Past.Ind.Act.3.Dual:2;Pres.Ind.Act.1.Sing:2;Past.Ind.Act.3.Sing:2;Past.Ind.Act.3.Plur:1;Fut.Ind.Act.1.Sing:1;Pres.Imp.Act.3.Sing:1;Fut.Ind.Act.3.Sing:1;Pres.Sub.Act.3.Dual:1;Pres.Ind.Act.2.Sing:1;Fut.Ind.Act.3.Plur:1
udvam	12	5	Pres.Ind.Act.3.Sing:5;Pres.Opt.Act.3.Sing:3;Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Sing:1;Past.Ind.Act.3.Plur:1
udvap	56	6	Pres.Ind.Act.3.Sing:28;Pres.Imp.Act.3.Sing:11;Pres.Ind.Act.1.Sing:10;Pres.Imp.Act.2.Sing:3;Pres.Opt.Act.3.Sing:3;Impf.Ind.Act.3.Plur:1
udvardhay	4	1	Pres.Ind.Act.3.Sing:4
udvartay	12	5	Pres.Opt.Act.3.Sing:7;Past.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1;Fut.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
udvarīvṛj	1	1	Pres.Jus.Act.3.Sing:1
udve	4	3	Impf.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
udvejay	28	7	Pres.Ind.Act.3.Sing:11;Pres.Opt.Act.3.Sing:7;Pres.Ind.Act.3.Plur:4;Pres.Opt.Act.3.Plur:3;Pres.Ind.Act.2.Sing:1;Fut.Ind.Act.1.Sing:1;Pres.Ind.Act.1.Plur:1
udvelay	1	1	Pres.Ind.Act.3.Plur:1
udvepay	11	2	Pres.Imp.Act.2.Sing:10;Pres.Ind.Act.3.Sing:1
udveṣṭ	3	1	Pres.Ind.Act.3.Plur:3
udveṣṭay	1	1	Pres.Opt.Act.3.Sing:1
udvij	84	8	Pres.Ind.Act.3.Sing:38;Pres.Opt.Act.3.Sing:20;Pres.Ind.Act.3.Plur:16;Pres.Ind.Act.1.Sing:4;Pres.Ind.Act.2.Sing:3;Past.Ind.Act.3.Sing:1;Pres.Opt.Act.1.Sing:1;Pres.Opt.Act.3.Plur:1
udvip	6	3	Pres.Ind.Act.3.Sing:4;Impf.Ind.Act.3.Plur:1;Past.Ind.Act.3.Plur:1
udvraj	2	2	Past.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1
udvyudas	1	1	Pres.Opt.Act.3.Sing:1
udvā	9	4	Pres.Opt.Act.3.Sing:6;Pres.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Plur:1;Past.Ind.Act.3.Sing:1
udvāday	12	4	Pres.Ind.Act.3.Sing:4;Pres.Imp.Act.2.Sing:3;Pres.Ind.Act.3.Plur:3;Pres.Imp.Act.2.Plur:2
udvāhay	5	4	Pres.Opt.Act.3.Sing:2;Past.Ind.Act.3.Sing:1;Fut.Ind.Act.1.Sing:1;Pres.Imp.Act.2.Sing:1
udvāpay	2	2	Past.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Plur:1
udvāsay	79	7	Pres.Ind.Act.3.Sing:48;Pres.Opt.Act.3.Sing:23;Pres.Ind.Act.3.Plur:4;Pres.Opt.Act.3.Plur:1;Pres.Sub.Act.3.Dual:1;Pres.Ind.Act.1.Sing:1;Past.Ind.Act.3.Sing:1
udvīkṣ	2	1	Pres.Ind.Act.3.Sing:2
udvṛ	1	1	Pres.Ind.Act.3.Sing:1
udvṛh	2	1	Pres.Ind.Act.3.Sing:2
udvṛj	1	1	Pres.Imp.Act.2.Sing:1
udvṛt	5	3	Pres.Ind.Act.3.Sing:3;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Sing:1
udyam	149	15	Pres.Ind.Act.3.Sing:73;Impf.Ind.Act.3.Sing:25;Impf.Ind.Act.3.Plur:9;Pres.Ind.Act.1.Sing:9;Pres.Opt.Act.3.Sing:8;Past.Ind.Act.3.Sing:7;Pres.Ind.Act.3.Plur:6;Pres.Imp.Act.1.Plur:3;Pres.Imp.Act.2.Plur:2;Impf.Ind.Act.3.Dual:2;Fut.Ind.Act.2.Sing:1;Fut.Ind.Act.2.Dual:1;Fut.Ind.Act.2.Plur:1;Pres.Ind.Pass.3.Sing:1;Fut.Ind.Act.3.Sing:1
udyamay	1	1	Past.Ind.Act.3.Sing:1
udyojay	8	5	Past.Ind.Act.3.Sing:4;Pres.Ind.Act.3.Sing:1;Pres.Imp.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1;Past.Ind.Act.3.Plur:1
udyu	5	2	Pres.Ind.Act.3.Sing:4;Past.Ind.Act.1.Plur:1
udyudh	1	1	Pres.Ind.Act.3.Plur:1
udyuj	3	2	Pres.Ind.Act.3.Sing:2;Past.Ind.Act.3.Sing:1
udyā	15	4	Past.Ind.Act.3.Sing:11;Past.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
udyāc	1	1	Impf.Ind.Act.3.Sing:1
udācakṣ	3	1	Pres.Ind.Act.3.Sing:3
udācar	3	2	Impf.Ind.Act.3.Sing:2;Past.Ind.Act.3.Sing:1
udādru	2	2	Pres.Opt.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1
udāgā	2	2	Past.Ind.Act.1.Sing:1;Past.Ind.Act.3.Sing:1
udāhvā	1	1	Impf.Ind.Act.3.Plur:1
udāhṛ	363	16	Pres.Ind.Act.3.Plur:298;Pres.Opt.Act.3.Sing:20;Fut.Ind.Act.1.Plur:9;Impf.Ind.Act.3.Sing:8;Pres.Ind.Act.3.Sing:5;Past.Ind.Act.3.Sing:5;Pres.Imp.Act.2.Sing:4;Impf.Ind.Act.3.Dual:3;Pres.Ind.Act.1.Sing:2;Past.Ind.Act.3.Plur:2;Fut.Ind.Act.1.Sing:2;Fut.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.2.Plur:1;Pres.Ind.Pass.3.Sing:1;Fut.Ind.Act.3.Plur:1
udāj	2	1	Pres.Imp.Act.3.Sing:2
udākṛ	4	4	Impf.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
udānī	52	6	Pres.Ind.Act.3.Sing:28;Pres.Imp.Act.2.Sing:11;Pres.Ind.Act.3.Plur:10;Pres.Opt.Act.3.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1
udāp	7	3	Past.Ind.Act.3.Plur:4;Impf.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Sing:1
udāruh	1	1	Impf.Ind.Act.3.Plur:1
udās	9	5	Pres.Ind.Act.3.Sing:3;Pres.Ind.Pass.3.Sing:3;Pres.Ind.Act.1.Plur:1;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
