text	upos	count	pct_of_text
Rasasaṃketakalikā	PRON	227	4.993
Rasasaṃketakalikā	SCONJ	17	0.374
Rasasaṃketakalikā	VERB	683	15.024
Rasataraṅgiṇī	ADJ	252	9.389
Rasataraṅgiṇī	ADP	4	0.149
Rasataraṅgiṇī	ADV	172	6.408
Rasataraṅgiṇī	CONJ	138	5.142
Rasataraṅgiṇī	NOUN	1286	47.914
Rasataraṅgiṇī	NUM	27	1.006
Rasataraṅgiṇī	PART	154	5.738
Rasataraṅgiṇī	PRON	176	6.557
Rasataraṅgiṇī	SCONJ	13	0.484
Rasataraṅgiṇī	VERB	462	17.213
Rasendracintāmaṇi	ADJ	1472	11.059
Rasendracintāmaṇi	ADP	36	0.27
Rasendracintāmaṇi	ADV	851	6.394
Rasendracintāmaṇi	CONJ	440	3.306
Rasendracintāmaṇi	INTJ	14	0.105
Rasendracintāmaṇi	NOUN	6717	50.466
Rasendracintāmaṇi	NUM	292	2.194
Rasendracintāmaṇi	PART	564	4.237
Rasendracintāmaṇi	PRON	734	5.515
Rasendracintāmaṇi	SCONJ	58	0.436
Rasendracintāmaṇi	VERB	2132	16.018
Rasendracūḍāmaṇi	ADJ	2347	13.097
Rasendracūḍāmaṇi	ADP	34	0.19
Rasendracūḍāmaṇi	ADV	1075	5.999
Rasendracūḍāmaṇi	CONJ	749	4.18
Rasendracūḍāmaṇi	NOUN	8744	48.795
Rasendracūḍāmaṇi	NUM	350	1.953
Rasendracūḍāmaṇi	PART	637	3.555
Rasendracūḍāmaṇi	PRON	1072	5.982
Rasendracūḍāmaṇi	SCONJ	53	0.296
Rasendracūḍāmaṇi	VERB	2859	15.954
Rasendrasārasaṃgraha	ADJ	588	10.359
Rasendrasārasaṃgraha	ADP	2	0.035
Rasendrasārasaṃgraha	ADV	411	7.241
Rasendrasārasaṃgraha	CONJ	233	4.105
Rasendrasārasaṃgraha	NOUN	2964	52.22
Rasendrasārasaṃgraha	NUM	142	2.502
Rasendrasārasaṃgraha	PART	165	2.907
Rasendrasārasaṃgraha	PRON	217	3.823
Rasendrasārasaṃgraha	SCONJ	20	0.352
Rasendrasārasaṃgraha	VERB	934	16.455
Rasikapriyā	ADJ	44	12.717
Rasikapriyā	ADP	1	0.289
Rasikapriyā	ADV	14	4.046
Rasikapriyā	CONJ	1	0.289
Rasikapriyā	NOUN	189	54.624
Rasikapriyā	NUM	5	1.445
Rasikapriyā	PART	8	2.312
Rasikapriyā	PRON	26	7.514
Rasikapriyā	SCONJ	4	1.156
Rasikapriyā	VERB	54	15.607
Rasikasaṃjīvanī	ADJ	27	16.265
Rasikasaṃjīvanī	ADV	13	7.831
Rasikasaṃjīvanī	CONJ	3	1.807
Rasikasaṃjīvanī	NOUN	47	28.313
Rasikasaṃjīvanī	NUM	1	0.602
Rasikasaṃjīvanī	PART	25	15.06
Rasikasaṃjīvanī	PRON	18	10.843
Rasikasaṃjīvanī	SCONJ	3	1.807
Rasikasaṃjīvanī	VERB	29	17.47
Rasādhyāya	ADJ	595	8.959
Rasādhyāya	ADP	12	0.181
Rasādhyāya	ADV	509	7.665
Rasādhyāya	CONJ	307	4.623
Rasādhyāya	NOUN	3019	45.46
Rasādhyāya	NUM	208	3.132
Rasādhyāya	PART	219	3.298
Rasādhyāya	PRON	387	5.827
Rasādhyāya	SCONJ	30	0.452
Rasādhyāya	VERB	1355	20.404
Rasādhyāyaṭīkā	ADJ	571	7.339
Rasādhyāyaṭīkā	ADP	4	0.051
Rasādhyāyaṭīkā	ADV	867	11.144
Rasādhyāyaṭīkā	CONJ	235	3.021
Rasādhyāyaṭīkā	NOUN	3571	45.9
Rasādhyāyaṭīkā	NUM	215	2.763
Rasādhyāyaṭīkā	PART	329	4.229
Rasādhyāyaṭīkā	PRON	475	6.105
Rasādhyāyaṭīkā	SCONJ	54	0.694
Rasādhyāyaṭīkā	VERB	1459	18.753
Rasārṇava	ADJ	2847	8.915
Rasārṇava	ADP	12	0.038
Rasārṇava	ADV	1606	5.029
Rasārṇava	CONJ	1286	4.027
Rasārṇava	INTJ	50	0.157
Rasārṇava	NOUN	15992	50.075
Rasārṇava	NUM	954	2.987
Rasārṇava	PART	1728	5.411
Rasārṇava	PRON	1867	5.846
Rasārṇava	SCONJ	132	0.413
Rasārṇava	VERB	5462	17.103
Rasārṇavakalpa	ADJ	443	9.233
Rasārṇavakalpa	ADP	2	0.042
Rasārṇavakalpa	ADV	262	5.461
Rasārṇavakalpa	CONJ	208	4.335
Rasārṇavakalpa	NOUN	2196	45.769
Rasārṇavakalpa	NUM	152	3.168
Rasārṇavakalpa	PART	300	6.253
Rasārṇavakalpa	PRON	320	6.669
Rasārṇavakalpa	SCONJ	16	0.333
Rasārṇavakalpa	VERB	899	18.737
Ratnadīpikā	ADJ	292	19.891
Ratnadīpikā	ADP	1	0.068
Ratnadīpikā	ADV	57	3.883
Ratnadīpikā	CONJ	84	5.722
Ratnadīpikā	NOUN	697	47.48
Ratnadīpikā	NUM	34	2.316
Ratnadīpikā	PART	51	3.474
Ratnadīpikā	PRON	79	5.381
Ratnadīpikā	SCONJ	6	0.409
Ratnadīpikā	VERB	167	11.376
Ratnaṭīkā	ADJ	533	9.789
Ratnaṭīkā	ADP	8	0.147
Ratnaṭīkā	ADV	304	5.583
Ratnaṭīkā	CONJ	148	2.718
Ratnaṭīkā	NOUN	2636	48.411
Ratnaṭīkā	NUM	71	1.304
Ratnaṭīkā	PART	618	11.35
Ratnaṭīkā	PRON	409	7.511
Ratnaṭīkā	SCONJ	38	0.698
Ratnaṭīkā	VERB	680	12.489
Rājamārtaṇḍa	ADJ	80	10.458
Rājamārtaṇḍa	ADP	1	0.131
Rājamārtaṇḍa	ADV	45	5.882
Rājamārtaṇḍa	CONJ	11	1.438
Rājamārtaṇḍa	NOUN	403	52.68
Rājamārtaṇḍa	NUM	6	0.784
Rājamārtaṇḍa	PART	40	5.229
Rājamārtaṇḍa	PRON	74	9.673
Rājamārtaṇḍa	SCONJ	2	0.261
Rājamārtaṇḍa	VERB	103	13.464
Rājanighaṇṭu	ADJ	9819	19.65
Rājanighaṇṭu	ADP	82	0.164
Rājanighaṇṭu	ADV	1448	2.898
Rājanighaṇṭu	CONJ	3135	6.274
Rājanighaṇṭu	INTJ	2	0.004
Rājanighaṇṭu	NOUN	28398	56.831
Rājanighaṇṭu	NUM	519	1.039
Rājanighaṇṭu	PART	1664	3.33
Rājanighaṇṭu	PRON	1873	3.748
Rājanighaṇṭu	SCONJ	87	0.174
Rājanighaṇṭu	VERB	2942	5.888
Rāmāyaṇa	ADJ	30420	11.63
Rāmāyaṇa	ADP	211	0.081
Rāmāyaṇa	ADV	15703	6.003
Rāmāyaṇa	CONJ	9992	3.82
Rāmāyaṇa	INTJ	62	0.024
Rāmāyaṇa	NOUN	106769	40.819
Rāmāyaṇa	NUM	1677	0.641
Rāmāyaṇa	PART	16289	6.227
Rāmāyaṇa	PRON	28443	10.874
Rāmāyaṇa	SCONJ	951	0.364
Rāmāyaṇa	VERB	51051	19.517
Saddharmapuṇḍarīkasūtra	ADJ	3019	9.462
Saddharmapuṇḍarīkasūtra	ADP	5	0.016
Saddharmapuṇḍarīkasūtra	ADV	1765	5.532
Saddharmapuṇḍarīkasūtra	CONJ	1647	5.162
Saddharmapuṇḍarīkasūtra	INTJ	8	0.025
Saddharmapuṇḍarīkasūtra	NOUN	12872	40.341
Saddharmapuṇḍarīkasūtra	NUM	984	3.084
Saddharmapuṇḍarīkasūtra	PART	2236	7.008
Saddharmapuṇḍarīkasūtra	PRON	4112	12.887
Saddharmapuṇḍarīkasūtra	SCONJ	166	0.52
Saddharmapuṇḍarīkasūtra	VERB	5094	15.965
Sarvadarśanasaṃgraha	ADJ	117	11.122
Sarvadarśanasaṃgraha	ADP	2	0.19
Sarvadarśanasaṃgraha	ADV	47	4.468
Sarvadarśanasaṃgraha	CONJ	28	2.662
Sarvadarśanasaṃgraha	NOUN	470	44.677
Sarvadarśanasaṃgraha	NUM	9	0.856
Sarvadarśanasaṃgraha	PART	110	10.456
Sarvadarśanasaṃgraha	PRON	107	10.171
Sarvadarśanasaṃgraha	SCONJ	8	0.76
Sarvadarśanasaṃgraha	VERB	154	14.639
Sarvāṅgasundarā	ADJ	1217	13.371
Sarvāṅgasundarā	ADP	21	0.231
Sarvāṅgasundarā	ADV	494	5.427
Sarvāṅgasundarā	CONJ	301	3.307
Sarvāṅgasundarā	NOUN	4148	45.572
Sarvāṅgasundarā	NUM	147	1.615
Sarvāṅgasundarā	PART	813	8.932
Sarvāṅgasundarā	PRON	770	8.46
Sarvāṅgasundarā	SCONJ	46	0.505
Sarvāṅgasundarā	VERB	1145	12.58
Saundarānanda	ADJ	2120	11.153
Saundarānanda	ADP	24	0.126
Saundarānanda	ADV	1131	5.95
Saundarānanda	CONJ	749	3.94
Saundarānanda	INTJ	13	0.068
Saundarānanda	NOUN	7643	40.209
Saundarānanda	NUM	83	0.437
Saundarānanda	PART	1957	10.296
Saundarānanda	PRON	1574	8.281
Saundarānanda	SCONJ	181	0.952
Saundarānanda	VERB	3533	18.587
Saṃvitsiddhi	ADJ	390	11.46
Saṃvitsiddhi	ADP	4	0.118
Saṃvitsiddhi	ADV	267	7.846
Saṃvitsiddhi	CONJ	88	2.586
Saṃvitsiddhi	INTJ	3	0.088
Saṃvitsiddhi	NOUN	1286	37.79
Saṃvitsiddhi	NUM	31	0.911
Saṃvitsiddhi	PART	463	13.606
Saṃvitsiddhi	PRON	390	11.46
Saṃvitsiddhi	SCONJ	49	1.44
Saṃvitsiddhi	VERB	432	12.695
Saṅghabhedavastu	ADJ	702	9.186
Saṅghabhedavastu	ADP	2	0.026
Saṅghabhedavastu	ADV	457	5.98
Saṅghabhedavastu	CONJ	172	2.251
Saṅghabhedavastu	INTJ	34	0.445
Saṅghabhedavastu	NOUN	3163	41.39
Saṅghabhedavastu	NUM	157	2.054
Saṅghabhedavastu	PART	519	6.791
Saṅghabhedavastu	PRON	859	11.241
Saṅghabhedavastu	SCONJ	74	0.968
Saṅghabhedavastu	VERB	1503	19.668
Skandapurāṇa	ADJ	1777	10.783
Skandapurāṇa	ADP	10	0.061
Skandapurāṇa	ADV	1113	6.754
Skandapurāṇa	CONJ	907	5.504
Skandapurāṇa	INTJ	1	0.006
Skandapurāṇa	NOUN	6692	40.609
Skandapurāṇa	NUM	90	0.546
Skandapurāṇa	PART	1013	6.147
Skandapurāṇa	PRON	2017	12.24
Skandapurāṇa	SCONJ	52	0.316
Skandapurāṇa	VERB	2807	17.034
Skandapurāṇa (Revākhaṇḍa)	ADJ	11882	10.484
Skandapurāṇa (Revākhaṇḍa)	ADP	83	0.073
Skandapurāṇa (Revākhaṇḍa)	ADV	7762	6.849
Skandapurāṇa (Revākhaṇḍa)	CONJ	3638	3.21
Skandapurāṇa (Revākhaṇḍa)	INTJ	27	0.024
Skandapurāṇa (Revākhaṇḍa)	NOUN	49930	44.056
Skandapurāṇa (Revākhaṇḍa)	NUM	1313	1.159
Skandapurāṇa (Revākhaṇḍa)	PART	6453	5.694
Skandapurāṇa (Revākhaṇḍa)	PRON	11666	10.294
Skandapurāṇa (Revākhaṇḍa)	SCONJ	631	0.557
Skandapurāṇa (Revākhaṇḍa)	VERB	19948	17.601
Smaradīpikā	ADJ	210	20.369
Smaradīpikā	ADP	12	1.164
Smaradīpikā	ADV	58	5.626
Smaradīpikā	CONJ	81	7.856
Smaradīpikā	NOUN	496	48.109
Smaradīpikā	NUM	16	1.552
Smaradīpikā	PART	47	4.559
Smaradīpikā	PRON	29	2.813
Smaradīpikā	VERB	82	7.953
Spandakārikā	ADJ	92	12.153
Spandakārikā	ADP	1	0.132
Spandakārikā	ADV	68	8.983
Spandakārikā	CONJ	19	2.51
Spandakārikā	NOUN	265	35.007
Spandakārikā	NUM	2	0.264
Spandakārikā	PART	68	8.983
Spandakārikā	PRON	97	12.814
Spandakārikā	SCONJ	14	1.849
Spandakārikā	VERB	131	17.305
Spandakārikānirṇaya	ADJ	1227	11.521
Spandakārikānirṇaya	ADP	10	0.094
Spandakārikānirṇaya	ADV	604	5.671
Spandakārikānirṇaya	CONJ	225	2.113
Spandakārikānirṇaya	NOUN	4460	41.878
Spandakārikānirṇaya	NUM	40	0.376
Spandakārikānirṇaya	PART	1326	12.451
Spandakārikānirṇaya	PRON	1117	10.488
Spandakārikānirṇaya	SCONJ	109	1.023
Spandakārikānirṇaya	VERB	1532	14.385
Sphuṭārthāvyākhyā	ADJ	37	9.763
Sphuṭārthāvyākhyā	ADP	4	1.055
Sphuṭārthāvyākhyā	ADV	28	7.388
Sphuṭārthāvyākhyā	CONJ	9	2.375
Sphuṭārthāvyākhyā	NOUN	151	39.842
Sphuṭārthāvyākhyā	PART	58	15.303
Sphuṭārthāvyākhyā	PRON	25	6.596
Sphuṭārthāvyākhyā	SCONJ	5	1.319
Sphuṭārthāvyākhyā	VERB	62	16.359
Suśrutasaṃhitā	ADJ	20587	14.031
Suśrutasaṃhitā	ADP	289	0.197
Suśrutasaṃhitā	ADV	8712	5.938
Suśrutasaṃhitā	CONJ	8647	5.893
Suśrutasaṃhitā	INTJ	3	0.002
Suśrutasaṃhitā	NOUN	71206	48.532
Suśrutasaṃhitā	NUM	1808	1.232
Suśrutasaṃhitā	PART	7160	4.88
Suśrutasaṃhitā	PRON	7102	4.84
Suśrutasaṃhitā	SCONJ	271	0.185
Suśrutasaṃhitā	VERB	20936	14.269
Sāmavidhānabrāhmaṇa	ADJ	479	9.238
Sāmavidhānabrāhmaṇa	ADP	59	1.138
Sāmavidhānabrāhmaṇa	ADV	259	4.995
Sāmavidhānabrāhmaṇa	CONJ	180	3.472
Sāmavidhānabrāhmaṇa	INTJ	14	0.27
Sāmavidhānabrāhmaṇa	NOUN	1809	34.889
Sāmavidhānabrāhmaṇa	NUM	182	3.51
Sāmavidhānabrāhmaṇa	PART	473	9.122
Sāmavidhānabrāhmaṇa	PRON	644	12.42
Sāmavidhānabrāhmaṇa	SCONJ	12	0.231
Sāmavidhānabrāhmaṇa	VERB	1074	20.714
Sātvatatantra	ADJ	1467	14.581
Sātvatatantra	ADP	8	0.08
Sātvatatantra	ADV	442	4.393
Sātvatatantra	CONJ	192	1.908
Sātvatatantra	INTJ	3	0.03
Sātvatatantra	NOUN	5350	53.176
Sātvatatantra	NUM	93	0.924
Sātvatatantra	PART	442	4.393
Sātvatatantra	PRON	743	7.385
Sātvatatantra	SCONJ	66	0.656
Sātvatatantra	VERB	1255	12.474
Sāṃkhyakārikā	ADJ	150	13.979
Sāṃkhyakārikā	ADP	5	0.466
Sāṃkhyakārikā	ADV	61	5.685
Sāṃkhyakārikā	CONJ	47	4.38
Sāṃkhyakārikā	NOUN	535	49.86
Sāṃkhyakārikā	NUM	26	2.423
Sāṃkhyakārikā	PART	66	6.151
Sāṃkhyakārikā	PRON	70	6.524
Sāṃkhyakārikā	SCONJ	4	0.373
Sāṃkhyakārikā	VERB	109	10.158
Sāṃkhyakārikābhāṣya	ADJ	1102	11.027
Sāṃkhyakārikābhāṣya	ADP	14	0.14
Sāṃkhyakārikābhāṣya	ADV	740	7.404
Sāṃkhyakārikābhāṣya	CONJ	272	2.722
Sāṃkhyakārikābhāṣya	NOUN	4521	45.237
Sāṃkhyakārikābhāṣya	NUM	249	2.491
Sāṃkhyakārikābhāṣya	PART	918	9.186
Sāṃkhyakārikābhāṣya	PRON	836	8.365
Sāṃkhyakārikābhāṣya	SCONJ	73	0.73
Sāṃkhyakārikābhāṣya	VERB	1269	12.698
Sāṃkhyatattvakaumudī	ADJ	687	11.572
Sāṃkhyatattvakaumudī	ADP	15	0.253
Sāṃkhyatattvakaumudī	ADV	379	6.384
Sāṃkhyatattvakaumudī	CONJ	208	3.503
Sāṃkhyatattvakaumudī	INTJ	1	0.017
Sāṃkhyatattvakaumudī	NOUN	2590	43.625
Sāṃkhyatattvakaumudī	NUM	33	0.556
Sāṃkhyatattvakaumudī	PART	780	13.138
Sāṃkhyatattvakaumudī	PRON	443	7.462
Sāṃkhyatattvakaumudī	SCONJ	49	0.825
Sāṃkhyatattvakaumudī	VERB	752	12.666
Sūryasiddhānta	ADJ	286	13.352
Sūryasiddhānta	ADP	5	0.233
Sūryasiddhānta	ADV	96	4.482
Sūryasiddhānta	CONJ	21	0.98
Sūryasiddhānta	NOUN	1190	55.556
Sūryasiddhānta	NUM	115	5.369
Sūryasiddhānta	PART	57	2.661
Sūryasiddhānta	PRON	117	5.462
Sūryasiddhānta	SCONJ	3	0.14
Sūryasiddhānta	VERB	252	11.765
Sūryaśataka	ADJ	79	13.233
Sūryaśataka	ADV	31	5.193
Sūryaśataka	CONJ	3	0.503
Sūryaśataka	NOUN	304	50.921
Sūryaśataka	NUM	14	2.345
Sūryaśataka	PART	34	5.695
Sūryaśataka	PRON	40	6.7
Sūryaśataka	VERB	92	15.41
Sūryaśatakaṭīkā	ADJ	277	11.899
Sūryaśatakaṭīkā	ADP	2	0.086
Sūryaśatakaṭīkā	ADV	129	5.541
Sūryaśatakaṭīkā	CONJ	63	2.706
Sūryaśatakaṭīkā	NOUN	1027	44.115
Sūryaśatakaṭīkā	NUM	43	1.847
Sūryaśatakaṭīkā	PART	168	7.216
Sūryaśatakaṭīkā	PRON	276	11.856
Sūryaśatakaṭīkā	SCONJ	4	0.172
Sūryaśatakaṭīkā	VERB	339	14.562
Taittirīyabrāhmaṇa	ADJ	1042	6.917
Taittirīyabrāhmaṇa	ADP	171	1.135
Taittirīyabrāhmaṇa	ADV	772	5.125
Taittirīyabrāhmaṇa	CONJ	142	0.943
Taittirīyabrāhmaṇa	INTJ	163	1.082
Taittirīyabrāhmaṇa	NOUN	4726	31.373
Taittirīyabrāhmaṇa	NUM	161	1.069
Taittirīyabrāhmaṇa	PART	1691	11.225
Taittirīyabrāhmaṇa	PRON	2553	16.948
Taittirīyabrāhmaṇa	SCONJ	139	0.923
Taittirīyabrāhmaṇa	VERB	3504	23.261
Taittirīyasaṃhitā	ADJ	4165	8.679
Taittirīyasaṃhitā	ADP	663	1.382
Taittirīyasaṃhitā	ADV	1901	3.961
Taittirīyasaṃhitā	CONJ	442	0.921
Taittirīyasaṃhitā	INTJ	72	0.15
Taittirīyasaṃhitā	NOUN	16188	33.733
Taittirīyasaṃhitā	NUM	802	1.671
Taittirīyasaṃhitā	PART	5953	12.405
Taittirīyasaṃhitā	PRON	6401	13.338
Taittirīyasaṃhitā	SCONJ	535	1.115
Taittirīyasaṃhitā	VERB	10867	22.645
Taittirīyopaniṣad	ADJ	190	7.717
Taittirīyopaniṣad	ADP	14	0.569
Taittirīyopaniṣad	ADV	92	3.737
Taittirīyopaniṣad	CONJ	61	2.478
Taittirīyopaniṣad	INTJ	32	1.3
Taittirīyopaniṣad	NOUN	924	37.53
Taittirīyopaniṣad	NUM	29	1.178
Taittirīyopaniṣad	PART	275	11.17
Taittirīyopaniṣad	PRON	425	17.262
Taittirīyopaniṣad	SCONJ	13	0.528
Taittirīyopaniṣad	VERB	407	16.531
Taittirīyāraṇyaka	ADJ	460	6.612
Taittirīyāraṇyaka	ADP	63	0.906
Taittirīyāraṇyaka	ADV	264	3.795
Taittirīyāraṇyaka	CONJ	79	1.136
Taittirīyāraṇyaka	INTJ	32	0.46
Taittirīyāraṇyaka	NOUN	2447	35.173
Taittirīyāraṇyaka	NUM	65	0.934
Taittirīyāraṇyaka	PART	867	12.462
Taittirīyāraṇyaka	PRON	992	14.259
Taittirīyāraṇyaka	SCONJ	108	1.552
Taittirīyāraṇyaka	VERB	1580	22.711
Tantrasāra	ADJ	1656	11.65
Tantrasāra	ADP	12	0.084
Tantrasāra	ADV	960	6.753
Tantrasāra	CONJ	393	2.765
Tantrasāra	INTJ	12	0.084
Tantrasāra	NOUN	6908	48.597
Tantrasāra	NUM	231	1.625
Tantrasāra	PART	1370	9.638
Tantrasāra	PRON	1099	7.731
Tantrasāra	SCONJ	81	0.57
Tantrasāra	VERB	1493	10.503
Tantrākhyāyikā	ADJ	715	8.603
Tantrākhyāyikā	ADP	18	0.217
Tantrākhyāyikā	ADV	694	8.35
Tantrākhyāyikā	CONJ	260	3.128
Tantrākhyāyikā	INTJ	7	0.084
Tantrākhyāyikā	NOUN	2832	34.075
Tantrākhyāyikā	NUM	72	0.866
Tantrākhyāyikā	PART	701	8.435
Tantrākhyāyikā	PRON	1183	14.234
Tantrākhyāyikā	SCONJ	46	0.553
Tantrākhyāyikā	VERB	1783	21.453
Tantrāloka	ADJ	4937	11.951
Tantrāloka	ADP	70	0.169
Tantrāloka	ADV	3111	7.531
Tantrāloka	CONJ	1065	2.578
Tantrāloka	INTJ	15	0.036
Tantrāloka	NOUN	18677	45.211
Tantrāloka	NUM	850	2.058
Tantrāloka	PART	3176	7.688
Tantrāloka	PRON	4074	9.862
Tantrāloka	SCONJ	329	0.796
Tantrāloka	VERB	5007	12.12
Tarkasaṃgraha	ADJ	347	17.543
Tarkasaṃgraha	ADV	82	4.146
Tarkasaṃgraha	CONJ	55	2.781
Tarkasaṃgraha	NOUN	1020	51.567
Tarkasaṃgraha	NUM	26	1.314
Tarkasaṃgraha	PART	160	8.089
Tarkasaṃgraha	PRON	127	6.421
Tarkasaṃgraha	SCONJ	10	0.506
Tarkasaṃgraha	VERB	151	7.634
Tattvavaiśāradī	ADJ	27	13.3
Tattvavaiśāradī	ADV	11	5.419
Tattvavaiśāradī	CONJ	12	5.911
Tattvavaiśāradī	NOUN	84	41.379
Tattvavaiśāradī	PART	19	9.36
Tattvavaiśāradī	PRON	17	8.374
Tattvavaiśāradī	SCONJ	1	0.493
Tattvavaiśāradī	VERB	32	15.764
Toḍalatantra	ADJ	550	10.068
Toḍalatantra	ADP	4	0.073
Toḍalatantra	ADV	370	6.773
Toḍalatantra	CONJ	248	4.54
Toḍalatantra	INTJ	5	0.092
Toḍalatantra	NOUN	2771	50.723
Toḍalatantra	NUM	94	1.721
Toḍalatantra	PART	221	4.045
Toḍalatantra	PRON	319	5.839
Toḍalatantra	SCONJ	40	0.732
Toḍalatantra	VERB	841	15.394
Trikāṇḍaśeṣa	ADJ	10	1.106
Trikāṇḍaśeṣa	ADV	31	3.429
Trikāṇḍaśeṣa	CONJ	36	3.982
Trikāṇḍaśeṣa	NOUN	671	74.226
Trikāṇḍaśeṣa	NUM	14	1.549
Trikāṇḍaśeṣa	PART	60	6.637
Trikāṇḍaśeṣa	PRON	25	2.765
Trikāṇḍaśeṣa	VERB	57	6.305
Uḍḍāmareśvaratantra	ADJ	815	7.461
Uḍḍāmareśvaratantra	ADP	7	0.064
Uḍḍāmareśvaratantra	ADV	1124	10.29
Uḍḍāmareśvaratantra	CONJ	281	2.573
Uḍḍāmareśvaratantra	INTJ	460	4.211
Uḍḍāmareśvaratantra	NOUN	4890	44.768
Uḍḍāmareśvaratantra	NUM	249	2.28
Uḍḍāmareśvaratantra	PART	398	3.644
Uḍḍāmareśvaratantra	PRON	719	6.582
Uḍḍāmareśvaratantra	SCONJ	37	0.339
Uḍḍāmareśvaratantra	VERB	1943	17.788
Vaikhānasadharmasūtra	ADJ	512	9.822
Vaikhānasadharmasūtra	ADP	6	0.115
Vaikhānasadharmasūtra	ADV	225	4.316
Vaikhānasadharmasūtra	CONJ	196	3.76
Vaikhānasadharmasūtra	INTJ	15	0.288
Vaikhānasadharmasūtra	NOUN	2649	50.815
Vaikhānasadharmasūtra	NUM	113	2.168
Vaikhānasadharmasūtra	PART	301	5.774
Vaikhānasadharmasūtra	PRON	266	5.103
Vaikhānasadharmasūtra	SCONJ	6	0.115
Vaikhānasadharmasūtra	VERB	924	17.725
Vaikhānasagṛhyasūtra	ADJ	822	10.07
Vaikhānasagṛhyasūtra	ADP	58	0.711
Vaikhānasagṛhyasūtra	ADV	384	4.704
Vaikhānasagṛhyasūtra	CONJ	166	2.034
Vaikhānasagṛhyasūtra	INTJ	96	1.176
Vaikhānasagṛhyasūtra	NOUN	3773	46.221
Vaikhānasagṛhyasūtra	NUM	180	2.205
Vaikhānasagṛhyasūtra	PART	713	8.735
Vaikhānasagṛhyasūtra	PRON	546	6.689
Vaikhānasagṛhyasūtra	SCONJ	23	0.282
Vaikhānasagṛhyasūtra	VERB	1402	17.175
Vaikhānasaśrautasūtra	ADJ	2405	8.976
Vaikhānasaśrautasūtra	ADP	165	0.616
Vaikhānasaśrautasūtra	ADV	1654	6.173
Vaikhānasaśrautasūtra	CONJ	695	2.594
Vaikhānasaśrautasūtra	INTJ	72	0.269
Vaikhānasaśrautasūtra	NOUN	10257	38.281
Vaikhānasaśrautasūtra	NUM	714	2.665
Vaikhānasaśrautasūtra	PART	2511	9.372
Vaikhānasaśrautasūtra	PRON	1969	7.349
Vaikhānasaśrautasūtra	SCONJ	92	0.343
Vaikhānasaśrautasūtra	VERB	6260	23.363
Vaitānasūtra	ADJ	1021	10.836
Vaitānasūtra	ADP	209	2.218
Vaitānasūtra	ADV	393	4.171
Vaitānasūtra	CONJ	164	1.741
Vaitānasūtra	INTJ	31	0.329
Vaitānasūtra	NOUN	3839	40.745
Vaitānasūtra	NUM	174	1.847
Vaitānasūtra	PART	960	10.189
Vaitānasūtra	PRON	911	9.669
Vaitānasūtra	SCONJ	48	0.509
Vaitānasūtra	VERB	1672	17.746
Vaiśeṣikasūtra	ADJ	269	12.611
Vaiśeṣikasūtra	ADV	60	2.813
Vaiśeṣikasūtra	CONJ	118	5.532
Vaiśeṣikasūtra	NOUN	1271	59.587
Vaiśeṣikasūtra	NUM	23	1.078
Vaiśeṣikasūtra	PART	123	5.767
Vaiśeṣikasūtra	PRON	99	4.641
Vaiśeṣikasūtra	SCONJ	6	0.281
Vaiśeṣikasūtra	VERB	164	7.689
Vaiśeṣikasūtravṛtti	ADJ	978	11.267
Vaiśeṣikasūtravṛtti	ADP	5	0.058
Vaiśeṣikasūtravṛtti	ADV	457	5.265
Vaiśeṣikasūtravṛtti	CONJ	231	2.661
Vaiśeṣikasūtravṛtti	NOUN	4524	52.12
Vaiśeṣikasūtravṛtti	NUM	91	1.048
Vaiśeṣikasūtravṛtti	PART	857	9.873
Vaiśeṣikasūtravṛtti	PRON	579	6.671
Vaiśeṣikasūtravṛtti	SCONJ	67	0.772
Vaiśeṣikasūtravṛtti	VERB	891	10.265
Varāhapurāṇa	ADJ	45	7.235
Varāhapurāṇa	ADP	2	0.322
Varāhapurāṇa	ADV	48	7.717
Varāhapurāṇa	CONJ	25	4.019
Varāhapurāṇa	NOUN	268	43.087
Varāhapurāṇa	NUM	5	0.804
Varāhapurāṇa	PART	34	5.466
Varāhapurāṇa	PRON	83	13.344
Varāhapurāṇa	SCONJ	2	0.322
Varāhapurāṇa	VERB	110	17.685
Vasiṣṭhadharmasūtra	ADJ	849	8.482
Vasiṣṭhadharmasūtra	ADP	22	0.22
Vasiṣṭhadharmasūtra	ADV	482	4.816
Vasiṣṭhadharmasūtra	CONJ	471	4.706
Vasiṣṭhadharmasūtra	INTJ	5	0.05
Vasiṣṭhadharmasūtra	NOUN	4273	42.692
Vasiṣṭhadharmasūtra	NUM	224	2.238
Vasiṣṭhadharmasūtra	PART	1085	10.84
Vasiṣṭhadharmasūtra	PRON	640	6.394
Vasiṣṭhadharmasūtra	SCONJ	66	0.659
Vasiṣṭhadharmasūtra	VERB	1892	18.903
Vetālapañcaviṃśatikā	ADJ	93	11.425
Vetālapañcaviṃśatikā	ADV	55	6.757
Vetālapañcaviṃśatikā	CONJ	13	1.597
Vetālapañcaviṃśatikā	NOUN	379	46.56
Vetālapañcaviṃśatikā	NUM	11	1.351
Vetālapañcaviṃśatikā	PART	42	5.16
Vetālapañcaviṃśatikā	PRON	62	7.617
Vetālapañcaviṃśatikā	SCONJ	4	0.491
Vetālapañcaviṃśatikā	VERB	155	19.042
