total	abbrev	bib_code	gloss
2	GOPATHA-BR.	c.1649	?  
2	ĀRYABHAṬA	c.1657	?  
2	SAṂSĀRĀV.	c.1663	?  
2	BURGESS	c.1666	?  
2	ŚṚṄGĀRARAS.	c.1684	? 
2	Hindu Th.	c.1688	? 
2	HAṬṬACANDRA	c.1691	? 
2	JAIMINIBH.	c.1698	JAIMINIBHĀRATA ? 
2	KĀṬH. AŚV.	c.1709	? 
2	ŚRĪKṚṢṆAJANMAKH.	c.1719	?  
2	PRAŚNĀDHY.	c.1726	?  
2	UPARIBH.	c.1727	?  
2	YANTR.	c.1740	?  
2	RATNAPARĪKṢĀ	c.1767	?  
2	NAIGEYA	c.1772	?  
2	KĀVYAKALĀPA	c.1780	?  
2	CAURAPĀṆIDATTA	c.1787	? 
2	TANTRAŚĀSTRA	c.1801	? 
2	BÖHTL. Chrest.	c.1809	? 
2	BHAGAVADBHAKTIVILĀSA	c.1810	?  
2	CSOMA	c.1822	?  
2	WILSON, Dict.	c.1829	?  
2	WEST. Dhātup.	c.1830	Radices Linguae Sanscrite by N. L. Westergaard, 1841   
2	VIṢṆUDHARMOTT.	c.1834	?  
2	VIŚVAGUṆĀDARŚA	c.1851	?  
2	AINSLIE, Mat. Ind.	c.1883	?  
2	VIŚVASĀRATANTRA	c.1905	?  
2	VIŚVASĀRAT.	c.1910	?  
2	VIṢṆUSAHASRANĀMASTOTRA	c.1921	?  
2	MÜLLER, Transl.	c.1930	?  
2	JYOTIṢATATTVA	c.1931	?  
2	LOKĀKṢI	c.1950	? 
2	KṚṢṆAJANMAKH.	c.1992	?  
2	Pet. Hdschr.	c.1993	?  
2	LASSEN, Institt.	c.2002c	?  
2	COLEBR. Dig.	c.2009	?  
2	BHĀR.	c.2011	?  
2	ŚRĪDHARASVĀMIN	c.2016	?  
2	DVIV.	c.2017	?  
2	Gött. gel. Anzz.	c.2026	? 
2	Mém. VI sér. I	c.2034	? 
2	KĀLANIRṆAYAK.	c.2053	?  
2	YĀSKA	c.2065	?  
2	DIVYĀV.	c.2084	?  
2	KUHN, Herabk. d. F.	c.2090	?  
2	ROSS	c.2097	?  
2	CHAMB.	c.2122	? 
2	Abh. d. Königl. Ak. d. W. zu Berlin, 	c.2123	? 
2	VEDĀNTAS. (Ausg. von 1829)	c.2149	? 
2	R. ed. ŚRĪR.	c.2162	? 
2	GOLĀDHY. SPHUṬAGATIV.	c.2174	? 
2	HAḌḌAC.	c.263a	?  
2	BHOJAPRAB.	c.336a	?  
2	ŚARDĀRTHAK.	c.337	?  
2	MADANA	c.360	MADANAPĀLA ? 
2	MADANAVINODA	c.361a	 ? 
2	Verz. d. Cambr. Hdschr.	c.368a	? 
2	HEMACANDRA	c.376b	HEMACANDRA ? 
2	BṚHANNANDIKEŚVARA-P.	c.391	? 
2	ŚĀMBA-P.	c.392	? 
2	PARAMAH. UP.	c.405	PARAMAHAṂSOPANIṢAD ? 
2	ROËR	c.414	? 
2	SAṂK. K.	c.421a	? 
2	SARVAS. UP.	c.423	? 
2	SUPADMA	c.432	? 
2	VINAYA	c.445	 ? 
2	VṚDDHA-M.	c.448	 ? 
2	WATSON	c.454	 ? 
2	WILKINS, Gramm.	c.457b	WILKINS , Gramm.=  ? 
2	WOLLHEIM	c.459b	 ? 
2	PANDIT.	c.528	?  
2	RĀṢṬRAPĀLAPAR.	c.537	?  
2	MAHAVĪRAC.	c.542	?  
2	KAŚĪKH.	c.543	?  
2	RĀJA.	c.545	?  
2	ŚRṄGĀRAT.	c.546	?  
2	NAIG.	c.548	?  
2	KAṬH.	c.550	?  
2	REVĀMĀH.	c.553	?  
2	GRAHĀNAY.	c.556	?  
2	YAJÑADATTAV.	c.560	?  
2	MAHIMN.	c.575	?  
2	UTTARARĀM.	c.578	?  
2	HARIR.	c.591	?  
2	KĀTHOP.	c.592	?  
2	MṚKCH.	c.596	?  
2	SŪRYAGR.	c.598a	?  
2	MUDHĀR.	c.607	?  
2	MOHAM.	c.611	?  
2	GAIM.	c.616	?  
2	BRĀHMAN.	c.625	?  
2	VYUT.	c.635	?  
2	GRHYASAM̃GR.	c.642	?  
2	GAYĀM.	c.647	?  
2	KĀT.	c.652	?  
2	VĀGHB.	c.653	?  
2	ARYABH.	c.660	?  
2	GOP.	c.670	?  
2	VYAVARĀRAT.	c.679	?  
2	HAR.	c.690	?  
2	ŚĀT.	c.696	?  
2	ŚIC.	c.716	?  
2	KAṬHINĀVAD.	c.724	?  
2	PRASANNAR.	c.730	?  
2	VEDĀNTAPAR.	c.752	?  
2	GĀR. P.	c.763	? 
2	Ind. Antiq.	c.769	? 
2	Ind. Bibl.	c.770	? 
2	NĀRASIṂHA-P.	c.777a	? 
2	KATHĀS	c.793	?  
2	ABHIDHĀNOTTAROTTARA	c.808	?  
2	IṢṬAKĀPŪRAṆA	c.810	?  
2	BRĀHMADHARMA	c.811	?  
2	SĀDHANAMĀLĀTANTRA	c.814	?  
2	ŚṚṄGABHERYAVADĀNA	c.817	?  
2	ṚGVIDHĀNA	c.818	?  
2	KRIYĀYOGASĀRA	c.828	?  
2	SAMAYĀCĀRATANTRA	c.838	?  
2	NALA	c.850	?  
2	KANDṢUR	c.856	?  
2	KAṬHINĀVADĀNA	c.859	?  
2	CAITANYACANDRODAYA	c.860	?  
2	KARMAPRADĪPA	c.862	?  
2	DHĀRAṆĪSAṂGRAHA	c.865	?  
2	AṢṬĀVAKHA	c.869	?  
2	PUṢPASŪTRA	c.873	?  
2	VEDĀNTAPARIBHĀṢĀ	c.880	?  
2	Verz. d. H.	c.886	? 
2	KĀŚIKHAṆḌA	c.915	?  
2	PĀTĀLAKHAṆḌA	c.917	?  
2	UTTARANAIṢADHA	c.918	?  
2	BHAIṢAJYARATN.	c.919	?  
2	KAVIKALPAL.	c.923	?  
2	UTTARAKĀMĀKHYĀTANTRA	c.928	?  
2	ŚAVARASVĀMIN	c.929	?  
2	RATIMAÑJARĪ	c.930	?  
2	SŪRYASIDDH.	c.933	?  
2	VṚTTARATNĀV.	c.937	?  
2	GOYĪCANDRA	c.939	?  
2	BHAṬṬAMALLA	c.940	?  
2	VIDAGDHAMUKHAMAṆḌANA	c.942	?  
2	TRIVIKRAMABHAṬṬA	c.944	?  
2	VIKRAMĀDITYA	c.949	?  
2	ANANTAVRATAKATHĀ	c.950	?  
2	DAṆḌIN	c.951	?  
2	BHAVĀPR.	c.953	?  
2	VIKRAMĀDITYAK.	c.954	?  
2	GAṆAPATIMUHŪRTA	c.958	?  
2	PĀKARĀJ.	c.961	?  
2	KŪRMACAKRA	c.962	?  
2	RĀJADHARMA	c.964	?  
2	GAUḌAP	c.967	?  
2	RATNAKOṢA	c.969	?  
2	TEJOBINDŪP.	c.972	?  
2	MAHOPAN.	c.973	?  
2	BHAṬṬI	c.974	?  
2	RĀMAS.	c.976	?  
2	RĀVAṆA	c.977	?  
2	SĀRAMAÑJARĪ	c.978	?  
2	ŚABDĀRTHAKALPAT.	c.979	?  
2	SUMANTU	c.980	?  
2	MURĀRI	c.982	?  
2	PURUṢOTTAMADEVA	c.983	?  
2	RĀJAMĀRTAṆḌA	c.984	?  
2	RĀYAMUKUṬA	c.986	?  
2	ŚĀRADĀT.	c.988	?  
2	MĀTSYAP.	c.996	?  
1	ADBHUTA-BR.	1.003a	ADBHUTABRĀHMAṆA.
1	ADBHUTAS.	1.004	ADBHUTASĀRA.
1	ADBHUTASĀRA	1.004a	ADBHUTASĀRA. ? 
1	an.	1.014	ANEKĀRTHASAM̃GRAHA (s. H. an.).
1	ANEKĀRTHADHV.	1.017	ANEKĀRTHADHVANIMAÑJARĪ, ein Wörterbuch; nach&#13;&#10;dem ŚKDR.
1	ANUKRAM.	1.020a	ANUKRAMAṆIKĀ. [Cologne addition]
1	ANUP. S.	1.021	ANUPADASŪTRA.
1	SV. ANUKR.	1.028e	ANUKRAMAṆIKĀ des  ? [Cologne addition]
1	BHĀG. P. ed. BURN.	1.036b	BHĀG. P. ed. Bomb.= BHĀGAVATAPURĀṆA, Burnouf edition ? 
1	BRAHMOP.	1.050	BRAHMOPANIṢAD.
1	ŚAKUNTALOPĀKHYĀNA (ed. CHEZY)	1.064a	CHEZY'S Ausgabe des ŚĀKUNTALA (GILD. Bibl. 187). [Cologne addition]
1	ŚATAP. BR.	1.074a	ŚATAPATHABRĀHMAṆA ? 
1	COL. Misc. Ess.	1.081a	COLEBROOKE'S Miscellaneous Essays.? 
1	ŚRĪDHAR.	1.082	ŚRĪDHARASVĀMIN, ein Scholiast der BHAG.
1	DATT. MĪM.	1.090	DATTAKAMĪMĀM̃SĀ, ed. Calc. 1817. 83 Seiten in 8º ohne&#13;&#10;Titel (GILD. Bibl
1	WILSON Theatre of the Hindus	1.125b	Select specimens of the Theatre of the Hindus,&#13;&#10;translated from the orig
1	WILSON, Theatre of the Hindus	1.125c	Select specimens of the Theatre of the Hindus,&#13;&#10;translated from the orig
1	WILSON, Sel. spec. of the Theatre of the Hindus	1.125d	Select specimens of the Theatre of the Hindus,&#13;&#10;translated from the orig
1	WILSON, Sel. spec. of the th. of the Hindus	1.125e	Select specimens of the Theatre of the Hindus,&#13;&#10;translated from the orig
1	Hort. Calc	1.131	Hortus suburbanus Calcuttensis. A Catalogue of the plants etc. By the late Y. O.
1	ITIHĀSA	1.137a	? 
1	KĀDAMB.	1.145	KĀDAMBARĪ.
1	CATURBH.	1.160	CATURBHUJA, ein Scholiast des MAHĀBHĀRATA; nach An-&#13;&#10;führungen in BOPP'S
1	KOS.	1.172	KOSEGARTEN.
1	KULLŪKABHAṬṬA	1.174b	KULLŪKABHAṬṬA, ein Scholiast des MANU, vollständig abgedruckt unter andern in de
1	LA. (II.)	1.179a	? LASSEN'S Anthologie (GILD. Bibl. 48).
1	LALIT. Fouc.	1.181a	 RGYA TCH'ER ROL PA (LALITAVISTĀRA) ou Développement des&#13;&#10;yeux, traduit 
1	LALIT. ed. FOUC.	1.182b	LALITAVISTARA ?
1	Lex. sanscr. tib.	1.185	VYUTP. (s. d.)
1	NĀNĀRTHAK.	1.222	NĀNĀRTHAKOṢA, eine Sammlung von Wörtern, die ver-&#13;&#10;schiedene Bedeutungen
1	NIDĀNA-S.	1.225	NIDĀNASŪTRA.
1	PAT. YOGAŚ.	1.237	PATAÑJALI'S YOGAŚĀSTRA, ed. BALLANTYNE, Allahabad 1853.
1	PRABODH.	1.239a	PRABODHACANDRODAYA, ed. BROCKHAUS (GILD. Bibl. 216).
1	PRĀTIŚ.	1.242a	PRĀTIŚĀKHYA.
1	RĀJA-TARAṄGIṆĪ	1.249a	RĀJATARAṄGIṆĪ ? 
1	RAGH. (Calc.)	1.252b	RAGHUVAṂŚA, ed. Calc. (GILD. Bibl. 135).
1	RĀMATARKAV.	1.255	RĀMATARKAVĀGĪŚA.
1	SADDH. L.	1.265	SADDHARMALAṄKĀVATĀRA.
1	SAṂGĪTADĀM.	1.269a	SAM̃GĪTADĀMODARA (über Musik), nach Anführungen im ŚKDR. [Cologne addition]
1	SIDDHĀNTAŚIR. (GOLĀDHY)	1.277b	Golādhyāya part of Siddhānta Śiromaṇi, by  Bhāskara (1150 A.D.)  
1	SŪRYA-SIDDHĀNTA	1.284a	? 
1	Tib. Lebensb. Śāky.	1.292	Tibetische Lebensbeschreibung Śākyamuni's, das Original von dem oben unter Leben
1	PERTSCH, UPAL.	1.298a	UPALEKHA de KRAMAPĀṬHA libellus. Ed. G. PERTSCH. Berolini 1854. 8º. 
1	VEDA-P.	1.313	VEDAPURĀṆA.
1	Verz. B. H.	1.314b	WEBER'S Verzeichniss der Berliner Sanskrit-Handschriften.  = {1.314} ? 
1	VOP. (ed. Calc.)	1.326b	VOPADEVA'S Grammatik, Calcutta edition 
1	WIND. SANCARA	1.332a	FRID. H. H. WINDISCHMANNI Sancara sive de theo- logumenis Vedanticorum. Bonnae 1
1	WINDISCHMANN, Sanc.	1.332c	FRID. H. H. WINDISCHMANNI Sancara sive de theo- logumenis Vedanticorum. Bonnae 1
1	Zeitschr. d. d. m. G.	1.334b	Zeitschrift der Deutschen morgenländischen Gesell- schaft. Leipzig. 
1	Z. f. die K. d. M.	1.335a	Zeitschrift für die Kunde des Morgenlandes. Göt- tingen (Bd. I--III) und Bonn (B
1	Zeitschr. f. d. W. d. Spr.	1.336a	? [Cologne addition]
1	Z. f. d. W. d. S.	1.336b	? Zeitschrift für die Wissenschaft der Sprache. Herausgegeben von Dr. A. HOEFER.
1	ROTH, Zur Lit. und G. d. W.	1.339d	Zur Literatur und Geschichte des Weda. Drei Abhandlungen von RUDOLPH ROTH. Stutt
1	ROTH, Zur Lit.	1.339e	Zur Literatur und Geschichte des Weda. Drei Abhandlungen von RUDOLPH ROTH. Stutt
1	ROTH, Zur L. u. G. des W.	1.339g	Zur Literatur und Geschichte des Weda. Drei Abhandlungen von RUDOLPH ROTH. Stutt
1	ROTH, Zur L. und G. d. W.	1.339i	Zur Literatur und Geschichte des Weda. Drei Abhandlungen von RUDOLPH ROTH. Stutt
1	BṚHADDHARMAPURĀṆA	2.004a	BṚHADDHARMAPURĀṆA [Cologne addition]
1	ŚRĀDDHAVIV.	2.008	ŚRĀDDHAVIVEKA; nach Anführungen im ŚKDR.
1	DURGĀRCĀT.	2.011	DURGĀRCĀTATTVA; nach Anführungen im ŚKDR.
1	Verh. d. k. s. Ges. d. W.	2.015a	Verhandlungen der königlich-sächsischen Gesellschaft der Wissenschaften zu Leipz
1	YĀJÑIKAD. PADDH. zu KĀTY. ŚR.	2.017	YĀJÑIKADEVA'S PADDHATI zu KĀTYĀYA-&#13;&#10;NA'S ŚRAUTASŪTRA; nach Mittheilungen
1	KṢUR. UP.	2.023	KṢURIKOPANIṢAD.
1	LALITAM.	2.024	LALITAMĀDHAVA; nach Anführungen im ŚKDR.
1	MĀYĀT.	2.027	MĀYĀTANTRA; nach Anführungen im ŚKDR.
1	PARAM. UP.	2.034	PARAMAHAM̃SOPANIṢAD.
1	PATHYĀPATHYAV.	2.035	PATHYĀPATHYAVIVEKA; nach Anführungen im ŚKDR.
1	VIVĀDĀRṆ.	2.053	VIVĀDĀRṆAVASETU; nach Anführungen im ŚKDR.
1	BUDDHOKT.	3.001	BUDDHOKTASAM̃SĀRĀMAYA, handschriftlich in der Pariser&#13;&#10;Bibliothek, nach 
1	KALPADRUMĀV.	3.005	KALPADRUMĀVADĀNA, handschriftlich in der Pariser&#13;&#10;Bibliothek, nach Mitth
1	KRIYĀSAM.	3.008	KRIYĀSAMUCCAYA, handschriftlich in der Pariser Bibliothek,&#13;&#10;nach Mitthei
1	VAJRĀSANASĀDHANAM.	3.016	VAJRĀSANASĀDHANAMĀLĀ, handschriftlich in der&#13;&#10;Pariser Bibliothek, nach M
1	MADHYAMAVṚ.	4.007a	? MADHYAMAKAVṚTTI,
1	NYĀYAM.	4.009a	NYĀYAMĀLĀVISTARA, nach Anführungen bei MUIR, Sanskrit Texts. 
1	RATNĀVAD.	4.013	RATNĀVADĀNAMĀLĀ, handschriftlich in der Kais. Bibl. zu&#13;&#10;Paris, nach Mitt
1	UTTARARĀMAC. (ed. COWELL)	c.004c	? 
1	WILSON.	c.009	? 
1	SARVADARŚANASAṂGR.	c.011a	? 
1	SĀMAV. BR.	c.012a	? 
1	Journ. of the As. S. of B.	c.022b	? 
1	BAṬUKABHAIRAVASTOTRA	c.029	? 
1	BHĀMINĪVILĀSA	c.035b	? 
1	KĀVYĀD. (ed. 1866)	c.042a	?  
1	KṢITĪS.	c.053a	?  
1	VASĀVAD.	c.055a	?  
1	BHĀSKARĀCĀRYA	c.090a	? 
1	ĀPIŚALI	c.092	? 
1	ĀPIŚALA	c.093	? 
1	UGJVAL.	c.1000	?  
1	KARIKALPADRUMA	c.1001	?  
1	GAYĀMĀHĀTMYA	c.1002	?  
1	SAṂDEHABHAÑJIKĀ	c.1003	?  
1	JYOTIHSĀGARA	c.1004	?  
1	RŪPAMAÑJARĪ	c.1006	?  
1	PĀCARĀJEŚVARA	c.1007	?  
1	PĀRAŚ.	c.1008	?  
1	BṚHADDEVATĀ	c.1010a	?  
1	GAṄGĀSTOTRA	c.1011	?  
1	BHUVANEŚVARĪSTOTRA	c.1012	?  
1	SŪRYASTOTRA	c.1013	?  
1	ŚĀRṄGADHARA	c.1014	?  
1	VIDEHĀDHIPA	c.1015	?  
1	VASANTARĀJAŚĀKUNA	c.1016	?  
1	DEVA	c.1017	?  
1	DHĀR.	c.1018	?  
1	NĀRĀYAṆACAKRAV.	c.1019	?  
1	MAITRĀYAṆOP.	c.1020	?  
1	ĀHNIKĀCĀRATATTVA	c.1021	?  
1	SANANDA	c.1022	?  
1	ŚABDAŚAKTIPRAKĀŚIKĀ	c.1024	?  
1	KĀḌ.	c.1025	?  
1	BHĀRADV.	c.1027	?  
1	SĀRASAMUCCAYA	c.1028	?  
1	KUMĀRA	c.1029	?  
1	HĀSYĀRṆAVAN.	c.1030	?  
1	PURUṢOTTAMAD.	c.1031	?  
1	AŚVATANTRA	c.1032	?  
1	BHĪMAPARĀKRAMA	c.1033	?  
1	GARBHOPAN.	c.1034	?  
1	ŚABDASAṂDARBHASINDHU	c.1035	?  
1	SŪRYASTAVA	c.1036	?  
1	SUVARNAPR.	c.1037	?  
1	GĀRGYA	c.1038	?  
1	RASENDRACINTĀMAṆI	c.1039	?  
1	GAṄGĀPRAÑĀMAMANTRA	c.1040	?  
1	NAVAGRAHASTOTRA	c.1041	?  
1	MAHANĀṬ.	c.1042	?  
1	GAṆARATS.	c.1043	?  
1	VEDĀNTASĀRATĪKĀ	c.1045	?  
1	MANTRAKALPADRUMA	c.1046	?  
1	GĀLAVA	c.1047	?  
1	BĀDARI	c.1048	?  
1	BHAVADEVA	c.1049	?  
1	DHARMADĪPIKĀ	c.1050	?  
1	PHAṆIBHĀṢYA	c.1051	?  
1	RATNAMATI	c.1054	?  
1	VĪREŚVARASTOTRA	c.1056	?  
1	JATĀḌH.	c.1057	?  
1	KĀTTIKA	c.1059	?  
1	ĀNANDACAMPU	c.1060	?  
1	GAṆEŚOPAP.	c.1061	?  
1	RASIKAR.	c.1062	?  
1	MADHUSŪDANA	c.1063	?  
1	BHĀSK.	c.1064	?  
1	MĀDHAV.	c.1065	?  
1	KAULĀRCANADĪPIKĀ	c.1069	?  
1	LIṄGAP.	c.1070	?  
1	EKĀKṢARĀBHIDHĀNA	c.1071	?  
1	SAṂGĪTÁDAM.	c.1072	?  
1	MĀLAMASAT.	c.1073	?  
1	BHAGIN	c.1074	?  
1	ŚYĀMĀR.	c.1075	?  
1	UṆĀDIVṚ	c.1076	?  
1	PAŚUPATIPADDH.	c.1077	?  
1	DOLĀYĀTRĀPADDHATI	c.1078	?  
1	VYĀGHRABH.	c.1079	?  
1	RĀMATARKAVĀGĪŚA	c.1080	?  
1	UJJVALADATTA	c.1081a	Name of the author of a commentary on the uṇādi-sūtras. ?  
1	HEMĀDRI	c.1083	?  
1	ŚRĪTATTVACINTĀMAṆI	c.1084	?  
1	VĀTSYĀYANA	c.1086	?  
1	ŚĀKALA	c.1087	?  
1	MĀLAMĀSATATTVA	c.1088	?  
1	KAVIKAṆTHAHĀRA	c.1089	?  
1	NAGNAVṚTTI	c.1090	?  
1	JYOTHIṢA	c.1091	?  
1	HARṢACAR.	c.1092	?  
1	PRĀYAŚCIṬTAV.	c.1093	?  
1	VARṆADEŚANĀ	c.1094	?  
1	PĪṬHAMĀLĀ	c.1095	?  
1	PRAŚNASĀRA	c.1096	?  
1	GUṆARATNAM.	c.1098	?  
1	BHĀNUDĪKṢ.	c.1100	?  
1	PRAVAR.	c.1101	?  
1	UNVĀHAT.	c.1102	?  
1	VALLABHA	c.1103	?  
1	ŚABDAMUKTĀV.	c.1104	?  
1	VĀTAR.	c.1106	?  
1	RĀJAMĀRTAṆDA	c.1107	?  
1	SĀÑJA	c.1108	?  
1	SIDDHAM.	c.1109	?  
1	VIŚVAN.	c.110a	?  
1	PARAMAHAṂSOPAN.	c.1110	?  
1	PĀRĀYAṆĪYA	c.1111	?  
1	MAGHUS.	c.1112	?  
1	ŚĀRADĀTIL.	c.1113	?  
1	LĪL.	c.1114	?  
1	RĀJAM.	c.1115	?  
1	YATIDHARMASAṂGRAHA	c.1116	?  
1	SATPADYARATNĀKARA	c.1117	?  
1	JIRṆAMAÑJARI	c.1118	?  
1	Dr. H. KERN	c.111a	?  
1	PURUṢASŪKTA	c.1120	?  
1	SĀṂKHYASĀRA	c.1121	?  
1	BHŪHIPR.	c.1122	?  
1	ACYUTA	c.1123	?  
1	KOṢṬHĪPRAD.	c.1125	?  
1	GADYARĀM.	c.1126	?  
1	KṢURIKOPAN.	c.1127	?  
1	DHANVIN	c.1128	?  
1	BĀLAKĀSYA	c.1129	?  
1	PRĀCĪNAŚIVASTUTI	c.1131	?  
1	VIKRAMĀDITYARĀJASABHĀ	c.1132	?  
1	KṚTYATATTVA	c.1133	?  
1	JĀTAKA	c.1134	?  
1	SARASVATĪKAṆṬHĀBHARAṆA	c.1135	?  
1	GAṬĀḌH.	c.1137	?  
1	JĀNAKĪHARAṆA	c.1138	?  
1	STENZL.	c.113b	?  
1	JYOTIHSĀRASAṂGRAHA	c.1140	?  
1	GŪḌHĀRTHADĪPIKĀ	c.1143	?  
1	SAṂGĪTARATN.	c.1144	?  
1	KAIYYAṬA	c.1145	?  
1	NIRUKTĀDHYĀYA	c.1146	?  
1	DĀNADHARMA	c.1147	?  
1	GRAHALĀGHAVA	c.1148	?  
1	AVAYAVAGRANTHAGĀDĀDHARĪ	c.1149	?  
1	RM.	c.1151	?  
1	VIDVANMODATARAṂGIṆĪ	c.1152	?  
1	SUVARṆAREKHA	c.1154	?  
1	NĀGOJĪBHAṬṬA	c.1155	?  
1	BHŪTAḌĀMARA	c.1156	?  
1	ĀCĀRAMĀRTAṆḌA	c.1157	?  
1	ŚAṂKARAVIJAYA	c.1159	?  
1	KHAḌGAMĀLĀTANTRA	c.1160	?  
1	ŚUBHĀṄKA	c.1161	?  
1	EKĀKṢARAKOṢA	c.1162	?  
1	NYĀYAMĀLAV.	c.1164	?  
1	DAMAYANTĪKATHĀ	c.1165	?  
1	PURUṢOTTOMA	c.1166	?  
1	KAVIRAHASYA	c.1168	?  
1	TARKAVĀGĪŚA	c.1169	?  
1	HARISVĀMIN	c.1170	?  
1	VṚDDHAYOGATARAṂGIṆĪ	c.1171	?  
1	JÑĀNABHAIRAVATANTRA	c.1172	?  
1	ŚĀKTĀNANDAT.	c.1174	?  
1	BHĀGAVATĀMṚTA	c.1175	?  
1	RANTI	c.1176	?  
1	DVIRŪPAK	c.1177	?  
1	ŚĀṄTIŚ.	c.1178	?  
1	GUTSCHMID	c.1179	?  
1	MĀHĪDH.	c.1180	?  
1	GAURAGAṆODDEŚA	c.1183	?  
1	RĀYĀM.	c.1184	?  
1	DELIUS	c.1185	?  
1	SAṂGĪTAŚ.	c.1186	?  
1	GAṆABHEDA	c.1187	?  
1	LAKṢMAṆASENA	c.1188	?  
1	ŚABDĀRTH.	c.1190	?  
1	BHĀVAVIVEKA	c.1191	?  
1	CABDAR.	c.1192	?  
1	VĪJĀBHIDHĀNA	c.1193	?  
1	DVIRŪP.	c.1194	?  
1	UTTARARATNA	c.1196	?  
1	SAṂGĪTARATNĀK.	c.1197	?  
1	KULASADBHĀVA	c.1199	?  
1	SIDDHĀNTAMUKT.	c.1200	?  
1	ŚABDABHEDAPRAKĀŚA	c.1201	?  
1	PAITHĪNASI	c.1202	?  
1	ŚAKTISAṂGAMATANTRA	c.1203	?  
1	VṚDDHAGĀRGYA	c.1205	?  
1	ARJUNAM.	c.1206	?  
1	VIVĀHAPADDH.	c.1207	?  
1	HṚDAYAD.	c.1208	?  
1	HĀRITA	c.1209	?  
1	WESTERG.	c.120a	?  
1	MALAMĀSAV.	c.1210	?  
1	JĀMBAVATIVIJAYAKĀVYA	c.1214	?  
1	BHŪRIPR	c.1216	?  
1	BRAHMAGUPTA	c.1217	?  
1	BHARADVĀJA	c.1218	?  
1	ŚRĀDHAT.	c.1219	?  
1	ŚIVARĀTRIVRATAKATHĀ	c.1220	?  
1	ŚRIPATI	c.1223	?  
1	LĪLAV.	c.1224	?  
1	KĀLIKĀŚATANĀMASTOTRA	c.1225	?  
1	VAIDYAKAPRAYOGĀMṚTA	c.1226	?  
1	RŪPAM.	c.1228	?  
1	ADHIKARAṆAMĀLĀ	c.1229	?  
1	YOGINĪTANTRA	c.1230	?  
1	VAIDYA	c.1231	?  
1	KALĀY.	c.1232	?  
1	DIVYAT.	c.1233	?  
1	KOṢTHĪPR.	c.1234	?  
1	NĀNAIKĀKṢARAK.	c.1235	?  
1	VAIDYADARPAṆA	c.1236	?  
1	SAṂGĪTANĀRĀYAṆA	c.1237	?  
1	RATNAPRAKĀŚA	c.1238	?  
1	DRAVYARATNĀKARA	c.1239	?  
1	TROY.	c.123a	TROYER ?  
1	GĀRGI	c.1240	?  
1	NĀḌĪPRAKĀŚA	c.1241	?  
1	BHAṬṬOPALA	c.1243	?  
1	GĀYATRĪVYĀKHYĀ	c.1244	?  
1	KAUṬILYA	c.1245	?  
1	PĀṂŚUPRAD.	c.1248	?  
1	RUCISTAVA	c.1249	?  
1	BHŪTAŚUDDHITANTRA	c.1250	?  
1	BHŪTAŚUDDHIPRAKARAṆA	c.1250a	?  
1	SVĀMAN	c.1251	?  
1	MALAMĀSATATTVA	c.1253	?  
1	RAMĀṆ.	c.1254	?  
1	HṚDAYADĪPA	c.1255	?  
1	GADĀDHARABHAṬṬĀCĀRYA	c.1256	?  
1	GADĀDHARA	c.1256a	GADĀDHARA= ?  
1	JALĀŚAYATATTVA	c.1257	?  
1	DVYARTHODBHAṬAKĀVYA	c.1259	?  
1	HARAVILĀSA	c.1260	?  
1	HAṂSANĀDOP.	c.1261	?  
1	KULADĪP.	c.1262	?  
1	BHŪTAŚUDDHIT.	c.1263	?  
1	RŪPARATNĀK.	c.1265	?  
1	GAṄGEŚOPĀDHYĀYA	c.1266	?  
1	PADYĀV.	c.1267	?  
1	BAUDDHĀDHIKĀRACINTĀMAṆI	c.1270	?  
1	VICĀRANIRṆAYA	c.1271	?  
1	ŚABDHĀRTHAKALPAT.	c.1273	?  
1	BHŪTAḌĀMARATANTRA	c.1274	?  
1	KAIVALYAT.	c.1275	?  
1	ANEKĀRTHADHVANIMAÑJARĪ	c.1276	?  
1	JONES	c.1279	?  
1	PUṆḌARĪKĀKṢA	c.1280	?  
1	BĀṆABHAṬṬA	c.1281	?  
1	ALBYR.	c.1282	?  
1	MUKUTA	c.1285	?  
1	VĀSIṢṬHARĀMĀYAṆA	c.1286	?  
1	BHADRAKĀLĪKAVACA	c.1287	?  
1	GRAHAYAJÑAT.	c.1288	?  
1	JĀTAKADĪPIKĀ	c.1289	?  
1	BAHVṚCAGṚHYAPADDHATI	c.1290	?  
1	ŚRĀDDHAPRAYOGATANTRA	c.1291	?  
1	KĪCAKAVADHA	c.1293	?  
1	DHAN.	c.1296	?  
1	GRAHAYAJÑATATTVA	c.1297	?  
1	BHAIRAVADHYĀNA	c.1298	?  
1	SŪKTIKAṆĀMṚTA	c.1299	?  
1	JAYADEVA	c.1300	?  
1	GAUTAMĪYATANTRA	c.1301	?  
1	KĀLEŚI	c.1302	?  
1	ĀCĀRABHEDATANTRA	c.1303	?  
1	ŚUDDHITATTVA	c.1304	?  
1	APARĀJITĀSTOTRA	c.1305	?  
1	KĀŚIKĀ	c.1306	?  
1	VAIDYAKAPARIBH.	c.1310	?  
1	ŚAṂKARĀNANDADĪPAKĀ	c.1311	?  
1	BHARTṚHARI	c.1312	?  
1	ALAṂKĀRAŚĀSTRA	c.1314	?  
1	PAÑCASĀYAKA	c.1315	?  
1	ATHARVAŚ.	c.1317	?  
