source,inheritor,source_size,inheritor_size,intersection,containment,lift,pmi,rare_cont_2,src_rare_2,rare_cont_3,src_rare_3,rare_cont_5,src_rare_5,excl_pair,source_year,inheritor_year,temporal_plausible,both_in_L0
PUI,ACSJ,11730,634,92,0.0078,5.812,2.539,0.0002,5324,0.0002,5714,0.0007,6812,1,1951,1896,False,False
PUI,GST,11730,6761,198,0.0169,1.173,0.23,0.0,5324,0.0002,5714,0.0004,6812,0,1951,1856,False,True
PUI,LAN,11730,4726,997,0.085,8.45,3.079,0.0,5324,0.0002,5714,0.0003,6812,0,1951,1884,False,False
PUI,PGN,11730,470,96,0.0082,8.181,3.032,0.0002,5324,0.0002,5714,0.0006,6812,1,1951,1978,True,False
PW,SHS,151349,46730,31304,0.2068,2.08,1.056,0.0,29633,0.0002,60099,0.0065,98183,1,1879,1900,True,True
PWG,WIL,106083,43939,28159,0.2654,2.838,1.505,0.0,7136,0.0002,27672,0.0039,55798,0,1855,1832,False,True
SCH,CCS,28455,28751,4048,0.1423,2.325,1.217,0.0001,9208,0.0002,11872,0.0052,19371,1,1928,1887,False,True
SCH,VEI,28455,3704,557,0.0196,2.483,1.312,0.0,9208,0.0002,11872,0.0004,19371,0,1928,1912,False,True
SCH,WIL,28455,43939,5120,0.1799,1.924,0.944,0.0,9208,0.0002,11872,0.0028,19371,0,1928,1832,False,True
SHS,ARMH,46730,6673,5197,0.1112,7.831,2.969,0.0006,1554,0.0002,4282,0.0013,10895,1,1900,1861,False,False
SHS,CAE,46730,38484,14727,0.3152,3.848,1.944,0.0,1554,0.0002,4282,0.0084,10895,0,1900,1891,False,True
SHS,FRI,46730,7775,4087,0.0875,5.285,2.402,0.0006,1554,0.0002,4282,0.0009,10895,1,1900,1956,True,True
SHS,INM,46730,9454,2933,0.0628,3.119,1.641,0.0006,1554,0.0002,4282,0.0014,10895,1,1900,1904,True,True
SHS,SCH,46730,28455,5334,0.1141,1.885,0.914,0.0,1554,0.0002,4282,0.0054,10895,0,1900,1928,True,True
SHS,STC,46730,23986,9724,0.2081,4.076,2.027,0.0,1554,0.0002,4282,0.0021,10895,0,1900,1932,True,True
SKD,ACPH,40817,1453,198,0.0049,1.569,0.649,0.0001,26383,0.0002,31649,0.0005,34309,3,1886,1896,True,False
SKD,MD,40817,20103,1613,0.0395,0.924,-0.115,0.0001,26383,0.0002,31649,0.0007,34309,2,1886,1893,True,True
STC,ACC,23986,32576,691,0.0288,0.416,-1.267,0.0,2221,0.0002,4088,0.0005,7858,0,1932,1962,True,True
STC,GRA,23986,11108,2722,0.1135,4.8,2.263,0.0005,2221,0.0002,4088,0.0008,7858,1,1932,1873,False,True
STC,KRM,23986,1698,364,0.0152,4.199,2.07,0.0,2221,0.0002,4088,0.0004,7858,0,1932,1965,True,True
STC,MCI,23986,2325,727,0.0303,6.125,2.615,0.0,2221,0.0002,4088,0.0009,7858,0,1932,1993,True,True
STC,SHS,23986,46730,9724,0.4054,4.076,2.027,0.0,2221,0.0002,4088,0.0029,7858,0,1932,1900,False,True
YAT,ARMH,44720,6673,5205,0.1164,8.195,3.035,0.0,2085,0.0002,4420,0.0016,10319,0,1846,1861,True,False
YAT,IEG,44720,7575,1820,0.0407,2.524,1.336,0.0,2085,0.0002,4420,0.0016,10319,0,1846,1966,True,False
YAT,PE,44720,6623,2115,0.0473,3.355,1.746,0.0,2085,0.0002,4420,0.0013,10319,0,1846,1975,True,False
ACC,CCS,32576,28751,1246,0.0382,0.625,-0.678,0.0,23340,0.0001,27163,0.0014,30608,1,1962,1887,False,True
ACC,FRI,32576,7775,482,0.0148,0.894,-0.161,0.0,23340,0.0001,27163,0.0001,30608,0,1962,1956,False,True
ACC,SKD,32576,40817,176,0.0054,0.062,-4.007,0.0,23340,0.0001,27163,0.0004,30608,0,1962,1886,False,True
ACC,VEI,32576,3704,242,0.0074,0.942,-0.086,0.0001,23340,0.0001,27163,0.0003,30608,2,1962,1912,False,True
AP,ACSJ,88667,634,258,0.0029,2.156,1.109,0.0001,45732,0.0001,53567,0.0003,61655,3,1957,1896,False,False
AP,LAN,88667,4726,2431,0.0274,2.726,1.447,0.0,45732,0.0001,53567,0.0006,61655,0,1957,1884,False,False
AP,PWKVN,88667,14995,2581,0.0291,0.912,-0.133,0.0,45732,0.0001,53567,0.0036,61655,0,1957,n/a,True,False
AP,VEI,88667,3704,890,0.01,1.273,0.349,0.0,45732,0.0001,53567,0.0004,61655,1,1957,1912,False,True
AP90,CCS,34277,28751,6294,0.1836,3.001,1.585,0.0,11434,0.0001,16351,0.0004,18547,0,1890,1887,False,True
AP90,IEG,34277,7575,814,0.0237,1.473,0.559,0.0,11434,0.0001,16351,0.0005,18547,0,1890,1966,True,False
AP90,INM,34277,9454,1193,0.0348,1.73,0.791,0.0,11434,0.0001,16351,0.0005,18547,0,1890,1904,True,True
AP90,MCI,34277,2325,372,0.0109,2.193,1.133,0.0001,11434,0.0001,16351,0.0001,18547,1,1890,1993,True,True
AP90,PE,34277,6623,855,0.0249,1.77,0.823,0.0,11434,0.0001,16351,0.0003,18547,0,1890,1975,True,False
BHS,ABCH,17777,11584,1408,0.0792,3.212,1.684,0.0,10915,0.0001,11581,0.0007,13701,0,1953,1896,False,False
BHS,GRA,17777,11108,599,0.0337,1.425,0.511,0.0001,10915,0.0001,11581,0.0003,13701,1,1953,1873,False,True
LRV,KRM,48259,1698,434,0.009,2.488,1.315,0.0001,11043,0.0001,12895,0.0001,18338,1,1889,1965,True,True
LRV,SNP,48259,448,235,0.0049,5.107,2.352,0.0,11043,0.0001,12895,0.0003,18338,0,1889,1974,True,False
MW,KRM,194084,1698,649,0.0033,0.925,-0.112,0.0,61214,0.0001,93230,0.0001,135524,3,1899,1965,True,True
MW72,ACSJ,51159,634,351,0.0069,5.085,2.346,0.0,5555,0.0001,8434,0.0002,18251,0,1872,1896,True,False
MW72,PGN,51159,470,86,0.0017,1.68,0.749,0.0,5555,0.0001,8434,0.0002,18251,0,1872,1978,True,False
PD,ABCH,104959,11584,445,0.0042,0.172,-2.54,0.0001,95979,0.0001,97444,0.0001,100551,6,1976,1896,False,False
PD,AP90,104959,34277,1418,0.0135,0.185,-2.433,0.0,95979,0.0001,97444,0.001,100551,1,1976,1890,False,False
PD,ARMH,104959,6673,272,0.0026,0.182,-2.454,0.0001,95979,0.0001,97444,0.0002,100551,8,1976,1861,False,False
PD,BEN,104959,17036,587,0.0056,0.154,-2.697,0.0001,95979,0.0001,97444,0.0004,100551,6,1976,1866,False,False
PD,BOP,104959,8505,364,0.0035,0.192,-2.384,0.0,95979,0.0001,97444,0.0001,100551,0,1976,1847,False,False
PD,BUR,104959,19146,684,0.0065,0.16,-2.645,0.0,95979,0.0001,97444,0.0003,100551,3,1976,1866,False,False
PD,GRA,104959,11108,559,0.0053,0.225,-2.15,0.0,95979,0.0001,97444,0.0004,100551,0,1976,1873,False,False
PD,KRM,104959,1698,23,0.0002,0.061,-4.044,0.0001,95979,0.0001,97444,0.0001,100551,6,1976,1965,False,False
PD,MCI,104959,2325,67,0.0006,0.129,-2.955,0.0001,95979,0.0001,97444,0.0002,100551,10,1976,1993,True,False
PD,SKD,104959,40817,265,0.0025,0.029,-5.105,0.0001,95979,0.0001,97444,0.0003,100551,5,1976,1886,False,False
PW,ACSJ,151349,634,480,0.0032,2.35,1.233,0.0,29633,0.0001,60099,0.0004,98183,0,1879,1896,True,False
PW,AP90,151349,34277,12497,0.0826,1.132,0.179,0.0,29633,0.0001,60099,0.0021,98183,1,1879,1890,True,True
PW,KRM,151349,1698,589,0.0039,1.077,0.107,0.0001,29633,0.0001,60099,0.0002,98183,2,1879,1965,True,True
PW,PGN,151349,470,175,0.0012,1.156,0.209,0.0,29633,0.0001,60099,0.0004,98183,0,1879,1978,True,False
PW,SNP,151349,448,337,0.0022,2.335,1.224,0.0,29633,0.0001,60099,0.0002,98183,0,1879,1974,True,False
PW,WIL,151349,43939,29375,0.1941,2.075,1.053,0.0,29633,0.0001,60099,0.0033,98183,0,1879,1832,False,True
PWG,ACSJ,106083,634,462,0.0044,3.227,1.69,0.0001,7136,0.0001,27672,0.0005,55798,1,1855,1896,True,False
PWG,KRM,106083,1698,580,0.0055,1.513,0.597,0.0,7136,0.0001,27672,0.0002,55798,0,1855,1965,True,True
SCH,BOP,28455,8505,1961,0.0689,3.807,1.929,0.0,9208,0.0001,11872,0.0004,19371,0,1928,1847,False,True
SCH,GRA,28455,11108,1277,0.0449,1.898,0.925,0.0001,9208,0.0001,11872,0.0004,19371,1,1928,1873,False,True
SCH,LAN,28455,4726,1155,0.0406,4.035,2.013,0.0,9208,0.0001,11872,0.0006,19371,0,1928,1884,False,False
SCH,MCI,28455,2325,350,0.0123,2.486,1.314,0.0001,9208,0.0001,11872,0.0004,19371,1,1928,1993,True,True
SCH,SHS,28455,46730,5334,0.1875,1.885,0.914,0.0,9208,0.0001,11872,0.003,19371,0,1928,1900,False,True
SKD,ACC,40817,32576,176,0.0043,0.062,-4.007,0.0,26383,0.0001,31649,0.0003,34309,0,1886,1962,True,True
SKD,ACSJ,40817,634,94,0.0023,1.707,0.771,0.0,26383,0.0001,31649,0.0002,34309,1,1886,1896,True,False
SKD,BOP,40817,8505,1300,0.0318,1.759,0.815,0.0,26383,0.0001,31649,0.0007,34309,1,1886,1847,False,True
SKD,MCI,40817,2325,222,0.0054,1.099,0.136,0.0,26383,0.0001,31649,0.0003,34309,1,1886,1993,True,True
SKD,SNP,40817,448,148,0.0036,3.803,1.927,0.0,26383,0.0001,31649,0.0005,34309,1,1886,1974,True,False
SKD,VEI,40817,3704,343,0.0084,1.066,0.092,0.0,26383,0.0001,31649,0.0002,34309,0,1886,1912,True,True
VCP,ACSJ,48636,634,396,0.0081,6.034,2.593,0.0002,5955,0.0001,7491,0.0005,15836,1,1873,1896,True,False
VCP,LAN,48636,4726,2758,0.0567,5.638,2.495,0.0,5955,0.0001,7491,0.0003,15836,0,1873,1884,True,False
VCP,PGN,48636,470,120,0.0025,2.466,1.302,0.0002,5955,0.0001,7491,0.0002,15836,1,1873,1978,True,False
ABCH,ACC,11584,32576,626,0.054,0.779,-0.36,0.0,514,0.0,645,0.0008,1270,0,1896,1962,True,False
ABCH,ACPH,11584,1453,303,0.0262,8.458,3.08,0.0,514,0.0,645,0.0016,1270,0,1896,1896,True,False
ABCH,ACSJ,11584,634,133,0.0115,8.509,3.089,0.0,514,0.0,645,0.0008,1270,0,1896,1896,True,False
ABCH,AP90,11584,34277,3308,0.2856,3.914,1.969,0.0,514,0.0,645,0.0157,1270,0,1896,1890,False,False
ABCH,CCS,11584,28751,5373,0.4638,7.58,2.922,0.0,514,0.0,645,0.0016,1270,0,1896,1887,False,False
ABCH,GRA,11584,11108,1693,0.1461,6.182,2.628,0.0,514,0.0,645,0.0008,1270,0,1896,1873,False,False
ABCH,KRM,11584,1698,247,0.0213,5.9,2.561,0.0,514,0.0,645,0.0,1270,0,1896,1965,True,False
ABCH,LAN,11584,4726,1788,0.1544,15.345,3.94,0.0,514,0.0,645,0.0008,1270,0,1896,1884,False,False
ABCH,MCI,11584,2325,559,0.0483,9.752,3.286,0.0,514,0.0,645,0.0,1270,0,1896,1993,True,False
ABCH,MD,11584,20103,4676,0.4037,9.434,3.238,0.0,514,0.0,645,0.0039,1270,0,1896,1893,False,False
ABCH,PGN,11584,470,80,0.0069,6.904,2.787,0.0,514,0.0,645,0.0,1270,0,1896,1978,True,False
ABCH,PWKVN,11584,14995,1079,0.0931,2.919,1.545,0.0,514,0.0,645,0.0008,1270,0,1896,n/a,True,False
ABCH,SNP,11584,448,209,0.018,18.922,4.242,0.0,514,0.0,645,0.0008,1270,0,1896,1974,True,False
ABCH,STC,11584,23986,4726,0.408,7.992,2.998,0.0,514,0.0,645,0.0055,1270,0,1896,1932,True,False
ABCH,VEI,11584,3704,1106,0.0955,12.111,3.598,0.0,514,0.0,645,0.0016,1270,0,1896,1912,True,False
ABCH,YAT,11584,44720,8889,0.7674,8.062,3.011,0.0,514,0.0,645,0.0575,1270,0,1896,1846,False,False
ACC,ABCH,32576,11584,626,0.0192,0.779,-0.36,0.0,23340,0.0,27163,0.0,30608,0,1962,1896,False,False
ACC,ACPH,32576,1453,78,0.0024,0.774,-0.369,0.0,23340,0.0,27163,0.0,30608,0,1962,1896,False,False
ACC,ACSJ,32576,634,29,0.0009,0.66,-0.6,0.0,23340,0.0,27163,0.0,30608,0,1962,1896,False,False
ACC,AP90,32576,34277,341,0.0105,0.143,-2.801,0.0,23340,0.0,27163,0.0001,30608,0,1962,1890,False,True
ACC,ARMH,32576,6673,455,0.014,0.983,-0.024,0.0,23340,0.0,27163,0.0,30608,0,1962,1861,False,False
ACC,BEN,32576,17036,652,0.02,0.552,-0.857,0.0,23340,0.0,27163,0.0,30608,0,1962,1866,False,True
ACC,BOP,32576,8505,450,0.0138,0.763,-0.39,0.0,23340,0.0,27163,0.0,30608,0,1962,1847,False,True
ACC,BUR,32576,19146,537,0.0165,0.405,-1.306,0.0,23340,0.0,27163,0.0,30608,1,1962,1866,False,True
ACC,GRA,32576,11108,223,0.0068,0.29,-1.788,0.0,23340,0.0,27163,0.0,30608,0,1962,1873,False,True
ACC,KRM,32576,1698,23,0.0007,0.195,-2.356,0.0,23340,0.0,27163,0.0,30608,0,1962,1965,True,True
ACC,LAN,32576,4726,287,0.0088,0.876,-0.191,0.0,23340,0.0,27163,0.0,30608,0,1962,1884,False,False
ACC,MCI,32576,2325,188,0.0058,1.166,0.222,0.0,23340,0.0,27163,0.0002,30608,0,1962,1993,True,True
ACC,MD,32576,20103,796,0.0244,0.571,-0.808,0.0,23340,0.0,27163,0.0007,30608,0,1962,1893,False,True
ACC,SHS,32576,46730,1179,0.0362,0.364,-1.458,0.0,23340,0.0,27163,0.0006,30608,0,1962,1900,False,True
ACC,SNP,32576,448,25,0.0008,0.805,-0.313,0.0,23340,0.0,27163,0.0,30608,0,1962,1974,True,False
ACC,STC,32576,23986,691,0.0212,0.416,-1.267,0.0,23340,0.0,27163,0.0001,30608,0,1962,1932,False,True
ACC,WIL,32576,43939,1112,0.0341,0.365,-1.454,0.0,23340,0.0,27163,0.0002,30608,0,1962,1832,False,True
ACC,YAT,32576,44720,1116,0.0343,0.36,-1.474,0.0,23340,0.0,27163,0.0003,30608,0,1962,1846,False,True
ACPH,ABCH,1453,11584,303,0.2085,8.458,3.08,0.0,253,0.0,298,0.0036,549,0,1896,1896,True,False
ACPH,ACC,1453,32576,78,0.0537,0.774,-0.369,0.0,253,0.0,298,0.0018,549,0,1896,1962,True,False
ACPH,ACSJ,1453,634,27,0.0186,13.771,3.784,0.0,253,0.0,298,0.0,549,0,1896,1896,True,False
ACPH,AP90,1453,34277,310,0.2134,2.924,1.548,0.0,253,0.0,298,0.0073,549,0,1896,1890,False,False
ACPH,ARMH,1453,6673,256,0.1762,12.405,3.633,0.0,253,0.0,298,0.0018,549,0,1896,1861,False,False
ACPH,BEN,1453,17036,375,0.2581,7.118,2.831,0.0,253,0.0,298,0.0,549,0,1896,1866,False,False
ACPH,BOP,1453,8505,273,0.1879,10.379,3.376,0.0,253,0.0,298,0.0018,549,0,1896,1847,False,False
ACPH,CAE,1453,38484,505,0.3476,4.243,2.085,0.0,253,0.0,298,0.0073,549,0,1896,1891,False,False
ACPH,CCS,1453,28751,459,0.3159,5.162,2.368,0.0,253,0.0,298,0.0018,549,0,1896,1887,False,False
ACPH,FRI,1453,7775,247,0.17,10.273,3.361,0.0,253,0.0,298,0.0,549,0,1896,1956,True,False
ACPH,GRA,1453,11108,202,0.139,5.88,2.556,0.0,253,0.0,298,0.0,549,0,1896,1873,False,False
ACPH,GST,1453,6761,31,0.0213,1.483,0.568,0.0,253,0.0,298,0.0,549,0,1896,1856,False,False
ACPH,KRM,1453,1698,32,0.022,6.094,2.607,0.0,253,0.0,298,0.0,549,0,1896,1965,True,False
ACPH,LAN,1453,4726,181,0.1246,12.384,3.63,0.0,253,0.0,298,0.0,549,0,1896,1884,False,False
ACPH,MCI,1453,2325,59,0.0406,8.206,3.037,0.0,253,0.0,298,0.0,549,0,1896,1993,True,False
ACPH,MD,1453,20103,374,0.2574,6.016,2.589,0.0,253,0.0,298,0.0055,549,0,1896,1893,False,False
ACPH,PGN,1453,470,10,0.0069,6.88,2.782,0.0,253,0.0,298,0.0,549,0,1896,1978,True,False
ACPH,PWKVN,1453,14995,99,0.0681,2.135,1.094,0.0,253,0.0,298,0.0055,549,0,1896,n/a,True,False
ACPH,SHS,1453,46730,712,0.49,4.927,2.301,0.0,253,0.0,298,0.0128,549,0,1896,1900,True,False
ACPH,VEI,1453,3704,89,0.0613,7.77,2.958,0.0,253,0.0,298,0.0,549,0,1896,1912,True,False
ACPH,WIL,1453,43939,684,0.4708,5.034,2.332,0.0,253,0.0,298,0.0128,549,0,1896,1832,False,False
ACPH,YAT,1453,44720,685,0.4714,4.953,2.308,0.0,253,0.0,298,0.0146,549,0,1896,1846,False,False
ACSJ,ABCH,634,11584,133,0.2098,8.509,3.089,0.0,68,0.0,80,0.0077,130,0,1896,1896,True,False
ACSJ,ACC,634,32576,29,0.0457,0.66,-0.6,0.0,68,0.0,80,0.0,130,0,1896,1962,True,False
ACSJ,ACPH,634,1453,27,0.0426,13.771,3.784,0.0,68,0.0,80,0.0,130,0,1896,1896,True,False
ACSJ,AP90,634,34277,175,0.276,3.784,1.92,0.0,68,0.0,80,0.0231,130,0,1896,1890,False,False
ACSJ,ARMH,634,6673,159,0.2508,17.658,4.142,0.0,68,0.0,80,0.0,130,0,1896,1861,False,False
ACSJ,BEN,634,17036,227,0.358,9.875,3.304,0.0,68,0.0,80,0.0,130,0,1896,1866,False,False
ACSJ,BHS,634,17777,82,0.1293,3.418,1.773,0.0,68,0.0,80,0.0231,130,0,1896,1953,True,False
ACSJ,BOP,634,8505,143,0.2256,12.46,3.639,0.0,68,0.0,80,0.0077,130,0,1896,1847,False,False
ACSJ,BUR,634,19146,228,0.3596,8.825,3.142,0.0,68,0.0,80,0.0077,130,0,1896,1866,False,False
ACSJ,CCS,634,28751,232,0.3659,5.98,2.58,0.0,68,0.0,80,0.0077,130,0,1896,1887,False,False
ACSJ,FRI,634,7775,85,0.1341,8.102,3.018,0.0,68,0.0,80,0.0,130,0,1896,1956,True,False
ACSJ,GRA,634,11108,67,0.1057,4.47,2.16,0.0,68,0.0,80,0.0,130,0,1896,1873,False,False
ACSJ,GST,634,6761,30,0.0473,3.288,1.717,0.0,68,0.0,80,0.0077,130,0,1896,1856,False,False
ACSJ,IEG,634,7575,52,0.082,5.087,2.347,0.0,68,0.0,80,0.0,130,0,1896,1966,True,False
ACSJ,INM,634,9454,82,0.1293,6.428,2.684,0.0,68,0.0,80,0.0,130,0,1896,1904,True,False
ACSJ,KRM,634,1698,18,0.0284,7.856,2.974,0.0,68,0.0,80,0.0077,130,0,1896,1965,True,False
ACSJ,LAN,634,4726,69,0.1088,10.82,3.436,0.0,68,0.0,80,0.0,130,0,1896,1884,False,False
ACSJ,MCI,634,2325,32,0.0505,10.2,3.35,0.0,68,0.0,80,0.0,130,0,1896,1993,True,False
ACSJ,MD,634,20103,213,0.336,7.852,2.973,0.0,68,0.0,80,0.0077,130,0,1896,1893,False,False
ACSJ,PE,634,6623,61,0.0962,6.826,2.771,0.0,68,0.0,80,0.0154,130,0,1896,1975,True,False
ACSJ,PGN,634,470,3,0.0047,4.73,2.242,0.0,68,0.0,80,0.0,130,0,1896,1978,True,False
ACSJ,PWKVN,634,14995,69,0.1088,3.41,1.77,0.0,68,0.0,80,0.0308,130,0,1896,n/a,True,False
ACSJ,SHS,634,46730,380,0.5994,6.026,2.591,0.0,68,0.0,80,0.0154,130,0,1896,1900,True,False
ACSJ,SNP,634,448,5,0.0079,8.271,3.048,0.0,68,0.0,80,0.0077,130,0,1896,1974,True,False
ACSJ,STC,634,23986,211,0.3328,6.519,2.705,0.0,68,0.0,80,0.0,130,0,1896,1932,True,False
ACSJ,VEI,634,3704,35,0.0552,7.003,2.808,0.0,68,0.0,80,0.0077,130,0,1896,1912,True,False
ACSJ,WIL,634,43939,380,0.5994,6.409,2.68,0.0,68,0.0,80,0.0308,130,0,1896,1832,False,False
ACSJ,YAT,634,44720,377,0.5946,6.247,2.643,0.0,68,0.0,80,0.0308,130,0,1896,1846,False,False
AP,KRM,88667,1698,269,0.003,0.839,-0.252,0.0,45732,0.0,53567,0.0001,61655,1,1957,1965,True,True
AP,MCI,88667,2325,573,0.0065,1.306,0.385,0.0,45732,0.0,53567,0.0002,61655,0,1957,1993,True,True
AP,PGN,88667,470,55,0.0006,0.62,-0.689,0.0,45732,0.0,53567,0.0,61655,0,1957,1978,True,False
AP,SNP,88667,448,167,0.0019,1.975,0.982,0.0,45732,0.0,53567,0.0002,61655,0,1957,1974,True,False
AP90,ABCH,34277,11584,3308,0.0965,3.914,1.969,0.0,11434,0.0,16351,0.0011,18547,0,1890,1896,True,False
AP90,ACC,34277,32576,341,0.0099,0.143,-2.801,0.0,11434,0.0,16351,0.0001,18547,0,1890,1962,True,True
AP90,ACPH,34277,1453,310,0.009,2.924,1.548,0.0,11434,0.0,16351,0.0002,18547,0,1890,1896,True,False
AP90,ACSJ,34277,634,175,0.0051,3.784,1.92,0.0,11434,0.0,16351,0.0002,18547,0,1890,1896,True,False
AP90,BEN,34277,17036,5974,0.1743,4.807,2.265,0.0,11434,0.0,16351,0.001,18547,0,1890,1866,False,True
AP90,BOP,34277,8505,3972,0.1159,6.402,2.678,0.0,11434,0.0,16351,0.001,18547,0,1890,1847,False,True
AP90,KRM,34277,1698,244,0.0071,1.97,0.978,0.0,11434,0.0,16351,0.0002,18547,0,1890,1965,True,True
AP90,LAN,34277,4726,1877,0.0548,5.444,2.445,0.0,11434,0.0,16351,0.0001,18547,0,1890,1884,False,False
AP90,PGN,34277,470,42,0.0012,1.225,0.293,0.0,11434,0.0,16351,0.0,18547,0,1890,1978,True,False
AP90,PWKVN,34277,14995,1585,0.0462,1.449,0.535,0.0,11434,0.0,16351,0.0001,18547,0,1890,n/a,True,False
AP90,SNP,34277,448,88,0.0026,2.692,1.429,0.0,11434,0.0,16351,0.0,18547,0,1890,1974,True,False
AP90,VEI,34277,3704,672,0.0196,2.487,1.314,0.0,11434,0.0,16351,0.0001,18547,0,1890,1912,True,True
AP90,WIL,34277,43939,8520,0.2486,2.658,1.41,0.0,11434,0.0,16351,0.0013,18547,0,1890,1832,False,True
ARMH,ACC,6673,32576,455,0.0682,0.983,-0.024,0.0,282,0.0,359,0.0,589,0,1861,1962,True,False
ARMH,ACPH,6673,1453,256,0.0384,12.405,3.633,0.0,282,0.0,359,0.0017,589,0,1861,1896,True,False
ARMH,ACSJ,6673,634,159,0.0238,17.658,4.142,0.0,282,0.0,359,0.0,589,0,1861,1896,True,False
ARMH,BEN,6673,17036,3539,0.5303,14.627,3.871,0.0,282,0.0,359,0.0,589,0,1861,1866,True,False
ARMH,BHS,6673,17777,1008,0.1511,3.992,1.997,0.0,282,0.0,359,0.0034,589,0,1861,1953,True,False
ARMH,BOP,6673,8505,2893,0.4335,23.95,4.582,0.0,282,0.0,359,0.0051,589,0,1861,1847,False,False
ARMH,BUR,6673,19146,3429,0.5139,12.61,3.657,0.0,282,0.0,359,0.0017,589,0,1861,1866,True,False
ARMH,CAE,6673,38484,4204,0.63,7.692,2.943,0.0,282,0.0,359,0.0051,589,0,1861,1891,True,False
ARMH,CCS,6673,28751,3847,0.5765,9.421,3.236,0.0,282,0.0,359,0.0,589,0,1861,1887,True,False
ARMH,FRI,6673,7775,2005,0.3005,18.157,4.182,0.0,282,0.0,359,0.0,589,0,1861,1956,True,False
ARMH,GRA,6673,11108,1328,0.199,8.418,3.073,0.0,282,0.0,359,0.0017,589,0,1861,1873,True,False
ARMH,KRM,6673,1698,195,0.0292,8.086,3.015,0.0,282,0.0,359,0.0017,589,0,1861,1965,True,False
ARMH,LAN,6673,4726,1403,0.2103,20.902,4.386,0.0,282,0.0,359,0.0034,589,0,1861,1884,True,False
ARMH,MCI,6673,2325,383,0.0574,11.599,3.536,0.0,282,0.0,359,0.0017,589,0,1861,1993,True,False
ARMH,MD,6673,20103,3400,0.5095,11.908,3.574,0.0,282,0.0,359,0.0051,589,0,1861,1893,True,False
ARMH,PGN,6673,470,61,0.0091,9.138,3.192,0.0,282,0.0,359,0.0,589,0,1861,1978,True,False
ARMH,PWKVN,6673,14995,810,0.1214,3.803,1.927,0.0,282,0.0,359,0.0085,589,0,1861,n/a,True,False
ARMH,SNP,6673,448,143,0.0214,22.475,4.49,0.0,282,0.0,359,0.0,589,0,1861,1974,True,False
ARMH,VEI,6673,3704,864,0.1295,16.424,4.038,0.0,282,0.0,359,0.0,589,0,1861,1912,True,False
ARMH,WIL,6673,43939,5198,0.779,8.329,3.058,0.0,282,0.0,359,0.0238,589,0,1861,1832,False,False
BEN,ACC,17036,32576,652,0.0383,0.552,-0.857,0.0,407,0.0,731,0.0005,1966,0,1866,1962,True,True
BEN,ACPH,17036,1453,375,0.022,7.118,2.831,0.0,407,0.0,731,0.0,1966,0,1866,1896,True,False
BEN,ACSJ,17036,634,227,0.0133,9.875,3.304,0.0,407,0.0,731,0.0,1966,0,1866,1896,True,False
BEN,AP90,17036,34277,5974,0.3507,4.807,2.265,0.0,407,0.0,731,0.0097,1966,0,1866,1890,True,True
BEN,ARMH,17036,6673,3539,0.2077,14.627,3.871,0.0,407,0.0,731,0.0,1966,0,1866,1861,False,False
BEN,FRI,17036,7775,3446,0.2023,12.224,3.612,0.0,407,0.0,731,0.0061,1966,0,1866,1956,True,True
BEN,GRA,17036,11108,2829,0.1661,7.024,2.812,0.0,407,0.0,731,0.0036,1966,0,1866,1873,True,True
BEN,IEG,17036,7575,1333,0.0782,4.853,2.279,0.0,407,0.0,731,0.0015,1966,0,1866,1966,True,False
BEN,KRM,17036,1698,412,0.0242,6.692,2.742,0.0,407,0.0,731,0.0,1966,0,1866,1965,True,True
BEN,MCI,17036,2325,649,0.0381,7.699,2.945,0.0,407,0.0,731,0.0025,1966,0,1866,1993,True,True
BEN,PE,17036,6623,1500,0.088,6.246,2.643,0.0,407,0.0,731,0.001,1966,0,1866,1975,True,False
BEN,PGN,17036,470,70,0.0041,4.108,2.038,0.0,407,0.0,731,0.0,1966,0,1866,1978,True,False
BEN,PUI,17036,11730,2182,0.1281,5.13,2.359,0.0,407,0.0,731,0.0031,1966,0,1866,1951,True,True
BEN,SNP,17036,448,174,0.0102,10.712,3.421,0.0,407,0.0,731,0.001,1966,0,1866,1974,True,False
BEN,VEI,17036,3704,1320,0.0775,9.829,3.297,0.0,407,0.0,731,0.0005,1966,0,1866,1912,True,True
BHS,ACSJ,17777,634,82,0.0046,3.418,1.773,0.0,10915,0.0,11581,0.0002,13701,0,1953,1896,False,False
BHS,ARMH,17777,6673,1008,0.0567,3.992,1.997,0.0,10915,0.0,11581,0.0001,13701,0,1953,1861,False,False
BHS,LAN,17777,4726,680,0.0383,3.803,1.927,0.0,10915,0.0,11581,0.0001,13701,0,1953,1884,False,False
BHS,SNP,17777,448,64,0.0036,3.776,1.917,0.0,10915,0.0,11581,0.0,13701,0,1953,1974,True,False
BHS,VEI,17777,3704,354,0.0199,2.526,1.337,0.0,10915,0.0,11581,0.0002,13701,0,1953,1912,False,True
BOP,ACC,8505,32576,450,0.0529,0.763,-0.39,0.0,236,0.0,349,0.0,593,0,1847,1962,True,True
BOP,ACPH,8505,1453,273,0.0321,10.379,3.376,0.0,236,0.0,349,0.0017,593,0,1847,1896,True,False
BOP,ACSJ,8505,634,143,0.0168,12.46,3.639,0.0,236,0.0,349,0.0017,593,0,1847,1896,True,False
