typo_form,nearest_real,n_real_neighbours,df_typo,n_dicts,dicts,n_dicts_with_both
suDAsava,surAsava,1,3,3,MW PW PWG,3
suDi,suDA,6,3,3,MW PW PWG,3
suDft,sukft,1,3,3,MW PW PWG,3
sunat,sanat,3,3,3,MW PW PWG,3
sunati,sumati,3,3,3,MW PW PWG,3
sunayaka,sunayana,1,3,3,MW PW PWG,3
sunAga,sunABa,2,3,3,MW PW PWG,3
sunAdaka,sunAlaka,1,3,3,MW PW PWG,3
sunABaka,sunAlaka,1,3,3,MW PW PWG,3
sunABya,sunABa,1,3,3,MW PW PWG,3
suniDi,suviDi,1,3,3,MW PW PWG,3
sunetrA,sunetra,1,3,3,BHS LRV MW,3
supaca,supaTa,1,3,3,SHS VCP WIL,3
supaTya,supaTa,1,3,3,MW PW PWG,3
supari,upari,1,3,3,MW PW PWG,3
supariya,supriya,1,3,3,MW PW PWG,3
supAda,sapAda,2,3,3,MW PW STC,3
supAman,sudAman,3,3,3,MW PW PWG,3
supAva,supAra,1,3,3,MW PW PWG,3
supASa,suKASa,2,3,3,MW PW PWG,3
supura,supUra,3,3,3,MW PW PWG,3
supuruza,kupuruza,1,3,3,MW PW PWG,3
supuzkara,suduzkara,1,3,3,MW PW PWG,3
supuzya,supuzpa,1,3,3,MW PW PWG,3
suprajAta,supraBAta,1,3,3,MW PW PWG,3
supratIpa,supratIka,1,3,3,MW PUI PW,3
supraBAva,supraBAta,1,3,3,MW PW STC,3
suPAla,suPala,3,3,3,MW PW PWG,3
subuDa,suboDa,1,3,3,MW PW PWG,3
suboDA,suboDa,1,3,3,ACC LRV MW,3
subrahmaRIya,subrahmaRya,1,3,3,MW PW PWG,3
suBa,SuBa,12,3,3,MW PW STC,3
suBvan,sutvan,1,3,3,MW PW PWG,3
sumadra,suBadra,1,3,3,MW PW PWG,3
sumanda,sunanda,3,3,3,MW PE STC,3
sumIna,sumana,3,3,3,MW PW PWG,3
sumU,suma,1,3,3,SHS WIL YAT,3
sumnya,sumna,1,3,3,CAE MW PW,3
suyAman,sudAman,4,3,3,MW PW PWG,3
surafzi,surarzi,1,3,3,MW PW PWG,3
suraka,surasa,9,3,3,MW PW PWG,3
surakfta,surakta,1,3,3,MW PW PWG,3
suragaRqa,suragaRa,1,3,3,MW PW PWG,3
suragati,surapati,1,3,3,MW PW PWG,3
suradru,suradAru,1,3,3,MW PW PWG,3
suraDvaja,surADvaja,2,3,3,MW PW PWG,3
suranDaka,suganDaka,1,3,3,MW PW PWG,3
suraBiganDin,suraBiganDi,1,3,3,CAE MW PW,3
suraripu,muraripu,2,3,3,MW PW PWG,3
surADara,durADara,2,3,3,MW PW PWG,3
surADAna,surApAna,1,3,3,MW PW PWG,3
surAnaka,surAjaka,1,3,3,MW PW PWG,3
surAman,sudAman,4,3,3,MW PW PWG,3
surAmaya,surAlaya,2,3,3,MW PW PWG,3
surisa,surasa,1,3,3,MW PW PWG,3
surI,strI,15,3,3,FRI MD MW,3
surIya,turIya,4,3,3,MW PW PWG,3
surUpaka,surUhaka,1,3,3,MW PW PWG,3
surUpatA,sarUpatA,1,3,3,MW PW PWG,3
suroDa,suroda,2,3,3,MW PW PWG,3
sul,su,20,3,3,MW PW PWG,3
sula,suKa,17,3,3,MW PW PWG,3
sulasa,surasa,3,3,3,MW PW PWG,3
sulABa,sunABa,2,3,3,MW PW PWG,3
sulin,suKin,3,3,3,MW PW PWG,3
suleka,sumeka,1,3,3,MW PW PWG,3
suloman,puloman,1,3,3,MW PW PWG,3
suvaca,suvaha,4,3,3,MW PUI PW,3
suvarRakzIrI,svarRakzIrI,1,3,3,MW PW PWG,3
suvarRasa,suvarRaka,2,3,3,MW PW PWG,3
suvarRya,suvarRa,2,3,3,MW PW PWG,3
suvartman,suvarman,1,3,3,MW PW PWG,3
suvAtra,supAtra,1,3,3,MW PW PWG,3
suvAsita,suDAsita,2,3,3,MW PW PWG,3
suvicita,suvihita,2,3,3,MW PW STC,3
suvidDa,suvida,2,3,3,MW PW PWG,3
suvismaya,savismaya,1,3,3,MW PW STC,3
suvIryA,suvIrya,1,3,3,AP LRV MW,3
suvfDa,suviDa,1,3,3,MW PW PWG,3
suvega,suvela,3,3,3,MW PW PWG,3
suvedas,suveda,1,3,3,MW PW PWG,3
suSakta,surakta,2,3,3,MW PW PWG,3
suSabda,saSabda,1,3,3,CAE MW STC,3
suSama,suzama,5,3,3,MW PW PWG,3
suSara,sukara,5,3,3,MW PW PWG,3
suSasta,suhasta,1,3,3,MW PW PWG,3
suSeru,sumeru,1,3,3,MW PW PWG,3
suSma,suma,3,3,3,SHS WIL YAT,3
suSrava,suSravas,1,3,3,MW PW PWG,3
suSva,sASva,2,3,3,MW PW PWG,3
suzita,uzita,11,3,3,MW PW PWG,3
suzUti,suBUti,1,3,3,MW PW PWG,3
suzeDa,suzeRa,2,3,3,MW PW PWG,3
suzWita,kuzWita,1,3,3,MW PW PWG,3
suzmanta,duzmanta,1,3,3,MW PW PWG,3
susaNga,suraNga,2,3,3,MW PW STC,3
susava,susaha,1,3,3,MW PW PWG,3
suhAsa,sudAsa,3,3,3,MW PW PWG,3
suhUti,suBUti,1,3,3,MW PW PWG,3
sUkarika,sOkarika,1,3,3,MW PW PWG,3
sUkzmam,sUkzma,1,3,3,AP MW PUI,3
sUkzmya,sUkzma,2,3,3,MW PW PWG,3
sUKara,sUkara,2,3,3,MW PW PWG,3
sUtika,pUtika,5,3,3,MW PW PWG,3
sUtikAgeha,sUtikAgfha,1,3,3,MW PW PWG,3
sUtI,sUta,6,3,3,AP MW MW72,3
sUtraka,sUtaka,2,3,3,MW PW PWG,3
sUdaka,sUcaka,4,3,3,MW PW PWG,3
sUdara,sUkara,8,3,3,MW PW PWG,3
sUya,sUta,17,3,3,MW PW PWG,3
sUrjana,sarjana,1,3,3,MW PW PWG,3
sUrpAraka,SUrpAraka,1,3,3,MCI PW STC,3
sUryavaMSya,sUryavaMSa,1,3,3,MW PW PWG,3
sUrvya,sUrya,2,3,3,MW PW PWG,3
sfjana,vfjana,3,3,3,MW PW PWG,3
sfdAgu,sfdAku,1,3,3,MW PW PWG,3
sfma,soma,11,3,3,CAE MW PW,3
sfmala,sfmara,3,3,3,MW PW PWG,3
secanaka,asecanaka,2,3,3,MW PW PWG,3
secya,sevya,3,3,3,MW MW72 PW,3
sewa,Kewa,10,3,3,MW PW PWG,3
senAkakza,senArakza,1,3,3,MW PW PWG,3
senAmuKI,senAmuKa,1,3,3,MW PW PWG,3
seni,senA,5,3,3,MW PW PWG,3
senIya,senya,1,3,3,MW PW PWG,3
sezu,setu,4,3,3,MW PW PWG,3
sezuka,setuka,1,3,3,MW PW PWG,3
sEkya,sEnya,4,3,3,MW PW PWG,3
sEta,sita,5,3,3,MW PW PWG,3
sEnaka,sEnika,3,3,3,MW PW PWG,3
sEri,sUri,4,3,3,MW PW PWG,3
sokTaka,sikTaka,1,3,3,MW PW PWG,3
sowA,vowA,3,3,3,MW PW PWG,3
soQar,soQa,1,3,3,CCS PW PWG,3
sopAKya,somAKya,1,3,3,MW PW PWG,3
soBya,saBya,3,3,3,MW MW72 PW,3
somakanyA,samakanyA,1,3,3,MW PW PWG,3
somajA,somapA,2,3,3,MW PW PWG,3
somamaya,samamaya,1,3,3,MW PW PWG,3
somayoga,somayAga,1,3,3,MW PW PWG,3
somavAha,somavAra,1,3,3,MW PW PWG,3
somasuta,somasut,2,3,3,MW PW PWG,3
somIya,somya,3,3,3,MW PW PWG,3
somodBava,sAmodBava,2,3,3,MW PW PWG,3
somyatA,sAmyatA,2,3,3,MW PW PWG,3
sOkarIya,sOkarya,1,3,3,MW PW PWG,3
sOkfti,sukfti,1,3,3,MW PW PWG,3
sOkti,sakti,3,3,3,MW PW PWG,3
sOktika,sOptika,4,3,3,MW PW PWG,3
sOkzma,sUkzma,2,3,3,MW PW PWG,3
sOKa,suKa,9,3,3,MW PW PWG,3
sOganDaka,sOganDika,2,3,3,MW PW PWG,3
sOcikya,sOcika,1,3,3,MW PW PWG,3
sOqala,sObala,1,3,3,MW PW PWG,3
sOta,sUta,15,3,3,MW PW PWG,3
sOdakza,sudakza,1,3,3,MW PW PWG,3
sOdatta,sudatta,1,3,3,MW PW PWG,3
sOdarSana,sudarSana,1,3,3,MW PW PWG,3
sOdAsi,sOdAsa,1,3,3,MW PW PWG,3
sODarma,suDarma,1,3,3,MW PW PWG,3
sOnetra,sunetra,1,3,3,MW PW PWG,3
sOparya,sOparRa,4,3,3,MW PW PWG,3
sOparva,sOparRa,1,3,3,MW PW PWG,3
sOBava,sOBaga,2,3,3,MW PW PWG,3
sOBeya,saBeya,1,3,3,MW PW PWG,3
sOmaNgala,sumaNgala,1,3,3,MW PW PWG,3
sOmAtra,sOmitra,1,3,3,MW PW PWG,3
sOmiSri,sOmitri,1,3,3,MW PW PWG,3
sOmeDa,sumeDa,1,3,3,MW PW PWG,3
sOmyI,sOmya,1,3,3,AP LRV MW,3
sOyAmuna,suyAmuna,1,3,3,MW PW PWG,3
sOraRa,saraRa,5,3,3,MW PW PWG,3
sOrAva,srAva,2,3,3,MW PW PWG,3
sOvarRya,sOvarRa,2,3,3,MW PW PWG,3
sOvIrAmla,suvIrAmla,1,3,3,MW PW PWG,3
sOvIrI,sOvIra,1,3,3,INM MW PE,3
sOzira,suzira,1,3,3,MW PW PWG,3
sOstra,sOtra,1,3,3,MW PW PWG,3
skada,skanda,4,3,3,VCP WIL YAT,3
skandya,skanda,1,3,3,MW PW PWG,3
skanDila,skanDika,1,3,3,MW PW PWG,3
skAnDin,skanDin,1,3,3,MW PW PWG,3
skf,sf,7,3,3,GRA MD MW,3
sKadA,sadA,3,3,3,MW PW PWG,3
stanaMDama,stanaMDaya,1,3,3,MW PW PWG,3
stanaBava,stanaBara,1,3,3,MW PW PWG,3
stanyapAna,stanapAna,1,3,3,MW PW YAT,3
stabDI,stabDa,1,3,3,CCS MW PW,3
staru,taru,5,3,3,MD MW PW,3
starh,starI,2,3,3,CCS PW PWG,3
stavitf,savitf,1,3,3,CAE MW MW72,3
stAGa,astAGa,2,3,3,AP MW PW,3
stAman,sAman,2,3,3,MW PW PWG,3
stAmBin,stamBin,1,3,3,MW PW PWG,3
stutyA,stutya,2,3,3,AP LRV MW,3
stuva,stava,6,3,3,MW PW SCH,3
stU,sU,8,3,3,MW PW PWG,3
stenay,stena,1,3,3,CAE CCS PWG,3
stepa,stena,6,3,3,VCP WIL YAT,3
stokam,stoka,1,3,3,AP FRI MW,3
stokya,stoka,2,3,3,CAE MW PW,3
stotrIya,stotriya,1,3,3,CAE MW PW,3
stomIya,stomya,1,3,3,MW PW PWG,3
stOti,stuti,3,3,3,MW PW STC,3
stOBa,sOBa,4,3,3,MW PW PWG,3
stri,strI,8,3,3,MW PW PWG,3
strIvaDa,strIvaSa,1,3,3,MW PW PWG,3
sTalatara,sTalacara,1,3,3,MW PW PWG,3
sTAga,sTAna,4,3,3,MW PW PWG,3
sTApin,sTAyin,2,3,3,MW PW PWG,3
sTAyi,sTAyin,1,3,3,MW PW PWG,3
sTAyika,sTAyuka,2,3,3,MW PW PWG,3
sTAlin,sTAyin,3,3,3,MW PW PWG,3
sTAvirya,sTAvira,1,3,3,CAE PW PWG,3
sTirapreman,sTitapreman,1,3,3,MW PW PWG,3
sTUlapawa,sTUlapawwa,1,3,3,LRV MW SHS,3
sTOrya,sTOlya,4,3,3,MW PW PWG,3
sTOlaka,sTUlaka,1,3,3,MW PW PWG,3
sna,na,19,3,3,MW PW PWG,3
snAtf,sTAtf,2,3,3,GRA MW MW72,3
snAvaka,snAtaka,5,3,3,MW PW PWG,3
snehya,sneha,1,3,3,MW PW PWG,3
spada,pada,7,3,3,SKD VCP WIL,3
spar,svar,6,3,3,CCS PW PWG,3
spara,para,13,3,3,MW PW PWG,3
sparDanIya,sparSanIya,1,3,3,MW PW PWG,3
sparh,sparD,3,3,3,CCS PW PWG,3
spazwam,spazwa,1,3,3,AP MW SHS,3
spAndana,spandana,1,3,3,MW PW PWG,3
spArSana,sparSana,1,3,3,MW PW PWG,3
spfti,smfti,3,3,3,MW PW PWG,3
spfSi,spfS,4,3,3,MW PW PWG,3
sPAka,sPAra,2,3,3,MW PW PWG,3
sPAwi,sPAti,2,3,3,MW PW PWG,3
sPARi,sPAti,2,3,3,MW PW PWG,3
sPArita,sPurita,1,3,3,AP MW MW72,3
sPuwat,sPuwa,1,3,3,MW72 SHS WIL,3
sPuwam,sPuwa,1,3,3,AP MW SHS,3
sPuwA,sPuwa,4,3,3,AP LRV SKD,3
sPuwwa,sPuwa,2,3,3,SKD VCP WIL,3
sPurja,sPura,3,3,3,LRV SKD VCP,3
sPUrC,sPUrj,1,3,3,MW PW PWG,3
sPUrji,sPUrti,3,3,3,MW PW PWG,3
sPeman,sTeman,1,3,3,MW PW PWG,3
smarat,smara,2,3,3,MW72 SHS WIL,3
smA,mA,13,3,3,GRA MW PW,3
smAya,sAya,6,3,3,PW PWG STC,3
smfto,smfti,2,3,3,MW PW PWG,3
syandaka,syandana,1,3,3,MW PW PWG,3
syamana,yamana,2,3,3,MW PW PWG,3
syAlaka,vyAlaka,1,3,3,MW PW PWG,3
srajas,rajas,3,3,3,MW PW PWG,3
sramBa,stamBa,5,3,3,VCP WIL YAT,3
srazwavya,drazwavya,4,3,3,MW PW PWG,3
srARa,prARa,8,3,3,MW PW PWG,3
srAmya,grAmya,4,3,3,MW PW PWG,3
srAvya,srAva,2,3,3,MW PW PWG,3
sreman,preman,3,3,3,CAE GRA PW,3
srotasa,srotas,2,3,3,MW PW PWG,3
srOta,SrOta,3,3,3,MW PW PWG,3
srOva,sruva,4,3,3,MW PW PWG,3
svakIyA,svakIya,1,3,3,AP LRV MW,3
svakulya,sakulya,2,3,3,MW PW PWG,3
svakft,sakft,3,3,3,MW PW PWG,3
svakta,sakta,4,3,3,MW MW72 PW,3
svagati,avagati,3,3,3,MW PW PWG,3
svagAkAra,svaDAkAra,1,3,3,MW PW PWG,3
svagraha,avagraha,3,3,3,MW PW PWG,3
svacCandam,svacCanda,1,3,3,AP MW SHS,3
svaYcana,vaYcana,1,3,3,MW PW PWG,3
svaYja,svaja,2,3,3,MW PW PWG,3
svada,svara,10,3,3,KRM WIL YAT,3
svanat,svana,2,3,3,MW72 SHS WIL,3
svayaMvaSa,svayaMvara,1,3,3,MW PW PWG,3
svayaMvaha,svayaMvara,1,3,3,MW PW PWG,3
svaratA,svEratA,1,3,3,MW PW PWG,3
svarI,svar,7,3,3,GRA PW PWG,3
svarRacUla,svarRacUqa,1,3,3,MW PW PWG,3
svarRada,svarRadI,5,3,3,MW PW PWG,3
svarRalI,svarRadI,1,3,3,MW PW PWG,3
svaryAna,svaryAta,1,3,3,MW PW PWG,3
svavaSya,svavaSa,1,3,3,MW PW PWG,3
svavigraha,savigraha,1,3,3,MW PW PWG,3
svavyAja,savyAja,1,3,3,MW PW STC,3
svasarva,svasara,1,3,3,MW PW PWG,3
svastivAcaka,svastivAcana,1,3,3,MW PW PWG,3
svastivAhana,svastivAcana,1,3,3,MW PW PWG,3
svastI,svasti,1,3,3,MW PW PWG,3
svastya,vastya,2,3,3,MD MW PW,3
svasreya,svasrIya,1,3,3,LRV MW MW72,3
svAkta,svAnta,1,3,3,MW PW PWG,3
svAkzara,sAkzara,1,3,3,MW PW PWG,3
svAdava,svAdana,1,3,3,MW PW PWG,3
svAduman,svAdiman,2,3,3,CAE MW PW,3
svAnanda,sAnanda,1,3,3,MW PW PWG,3
svAni,svAti,4,3,3,MW PW PWG,3
svABAva,svaBAva,2,3,3,MW PW PWG,3
svAyu,vAyu,4,3,3,MW PW PWG,3
svAsada,svApada,1,3,3,MW PW PWG,3
svAsana,vAsana,3,3,3,CAE MW PW,3
svAsrIya,svasrIya,1,3,3,MW PW PWG,3
svAhya,vAhya,3,3,3,MW PW PWG,3
svizwakfta,svizwakft,1,3,3,MW PW PWG,3
svfta,vfta,5,3,3,MW PW PWG,3
svedin,vedin,2,3,3,MW PW PWG,3
haMsapAla,haMsapAda,1,3,3,MW PW PWG,3
haMsin,SaMsin,1,3,3,MW PW PWG,3
haMsIya,kaMsIya,1,3,3,MW PW PWG,3
hakkA,akkA,5,3,3,AP MW SCH,3
haci,hari,7,3,3,MW PW PWG,3
haWI,haWa,2,3,3,MW72 SKD VCP,3
haRqaka,daRqaka,10,3,3,MW PW PWG,3
hatA,latA,6,3,3,AP LRV MW,3
hatvA,hatyA,2,3,3,MW72 SHS WIL,3
hanavya,hantavya,1,3,3,MW PW PWG,3
hanula,tanula,1,3,3,MW PW PWG,3
habuzA,hapuzA,1,3,3,AP MW MW72,3
hama,yama,29,3,3,MD MW PW,3
hayaGna,hayana,1,3,3,MW PW PWG,3
hayapa,hayana,1,3,3,MW PW PWG,3
hayAsya,ayAsya,1,3,3,MW PW PWG,3
harakeSa,harikeSa,1,3,3,MW PW PWG,3
harakzetra,parakzetra,1,3,3,MW PW PWG,3
harat,hara,5,3,3,MW72 SHS WIL,3
haradAsa,haridAsa,1,3,3,MW PW PWG,3
harapriya,haripriya,3,3,3,MW PW PWG,3
harasiMha,narasiMha,1,3,3,MW PW PWG,3
harasvant,sarasvant,1,3,3,CCS PW PWG,3
harAka,parAka,4,3,3,MW MW72 PWG,3
harAvatI,SarAvatI,1,3,3,MW PW PWG,3
hariGoza,pariGoza,1,3,3,MW PW PWG,3
harija,harita,5,3,3,MW PW PWG,3
haritAya,haritAla,1,3,3,MD MW MW72,3
harin,hari,8,3,3,MW PW STC,3
harimaRi,harinmaRi,1,3,3,MW PW YAT,3
harivaMSya,harivaMSa,1,3,3,MW PW PWG,3
harivara,harivarza,2,3,3,MW PW PWG,3
harivarRa,harivarza,1,3,3,MW PW PWG,3
hariSa,harita,4,3,3,MW PW PWG,3
hariSaya,harihaya,1,3,3,MW PW PWG,3
hariSrama,pariSrama,1,3,3,MW PW PWG,3
harI,hari,11,3,3,INM LRV MW,3
harttavya,karttavya,2,3,3,SHS WIL YAT,3
harmman,hariman,2,3,3,SHS WIL YAT,3
harziRI,hariRI,2,3,3,MW SKD VCP,3
harzuka,varzuka,3,3,3,MW PW PWG,3
havirBAj,havirBuj,1,3,3,MW PW PWG,3
havizWa,yavizWa,8,3,3,MW PW PWG,3
havuzA,hapuzA,1,3,3,PW PWG SKD,3
havyavaha,havyavAha,2,3,3,MW PW PWG,3
hastisUtra,hastasUtra,1,3,3,MW PW PWG,3
hahe,hahA,4,3,3,MW PW PWG,3
hAkinI,qAkinI,4,3,3,MW PUI PW,3
hAwa,hAra,17,3,3,MW PW PWG,3
hAta,vAta,25,3,3,AP MW STC,3
hAnavya,hAtavya,2,3,3,MW PW PWG,3
hAnu,BAnu,9,3,3,MW PW PWG,3
hApita,nApita,6,3,3,MW MW72 STC,3
hAyati,Ayati,1,3,3,MW PW PWG,3
hAram,hAra,1,3,3,MW PW PWG,3
hArayu,DArayu,1,3,3,MW MW72 PWG,3
hArahOra,hArahUra,1,3,3,MW PW PWG,3
hArA,DArA,10,3,3,MW MW72 SCH,3
hArAyaRa,nArAyaRa,3,3,3,MW PW PWG,3
hAridraka,hAridrava,1,3,3,MW PW PWG,3
hAridratva,hAridrava,1,3,3,MW PW PWG,3
hArivAsa,vArivAsa,1,3,3,MW PW PWG,3
hArIti,hArIta,1,3,3,MW PW PWG,3
hArtra,hAtra,1,3,3,MW PW PWG,3
hArmya,harmya,2,3,3,MW PW PWG,3
hAryaSva,haryaSva,1,3,3,MW PW PWG,3
hAryA,hArya,3,3,3,AP LRV MW,3
hAlAsya,AlAsya,1,3,3,MW PW PWG,3
hAvaka,pAvaka,12,3,3,MW MW72 PW,3
hAvin,BAvin,5,3,3,MW PW PWG,3
hAvirDAna,havirDAna,1,3,3,MW PW PWG,3
hAstidanta,hastidanta,1,3,3,MW PW PWG,3
hiNga,piNga,4,3,3,MW PW PWG,3
hiNguka,hiNgula,1,3,3,MW PW PWG,3
hiqa,hima,6,3,3,VCP WIL YAT,3
hitahita,hitAhita,1,3,3,MW PW PWG,3
himaDara,himakara,1,3,3,MW PW PWG,3
himavata,hEmavata,2,3,3,MW PW PWG,3
hiv,hi,6,3,3,BUR SHS YAT,3
hInA,hIna,1,3,3,AP LRV MW,3
hIz,hI,5,3,3,MW PW PWG,3
hukkAra,cukkAra,3,3,3,MW PW PWG,3
huquk,huqu,2,3,3,MW PW PWG,3
huRqana,muRqana,2,3,3,MW PW PWG,3
hutAMSa,hutASa,1,3,3,MW PW PWG,3
hutvA,hitvA,1,3,3,MW72 SHS WIL,3
hun,hu,7,3,3,MW PW PWG,3
hUrA,horA,1,3,3,MW PW PWG,3
hUrRa,pUrRa,8,3,3,BUR MW MW72,3
hfjja,hijja,1,3,3,MW PW PWG,3
hftadAra,kftadAra,1,3,3,AP CAE MW,3
hftvA,hitvA,1,3,3,MW72 SHS WIL,3
hfda,hfd,3,3,3,MW PW PWG,3
hfdayAvin,hfdayAviD,1,3,3,MW PW PWG,3
hfdgada,hfdgata,1,3,3,MW PW PWG,3
hetva,petva,1,3,3,MW PW PWG,3
hemakUwya,hemakUwa,1,3,3,MW PW PWG,3
hematAla,hematAra,1,3,3,MW PW PWG,3
hemaSikA,hemaSiKA,1,3,3,MW PW PWG,3
hemANka,hemANga,1,3,3,AP MW PW,3
heramBa,heramba,1,3,3,MW PW PWG,3
helika,hAlika,3,3,3,MW PW PWG,3
hEtukya,hEtuka,1,3,3,BEN MW MW72,3
hEmakUwa,hemakUwa,2,3,3,MW PW PWG,3
hoqA,horA,4,3,3,MW MW72 SKD,3
hotva,hotra,2,3,3,CAE MW PW,3
hOtASana,hutASana,1,3,3,MW PW PWG,3
hnavAyya,ahnavAyya,1,3,3,MW PW PWG,3
hrAsva,hrasva,2,3,3,MW PW PWG,3
hruqa,huqa,2,3,3,SKD VCP WIL,3
hruqu,huqu,2,3,3,MW72 PW PWG,3
hrUm,hUm,1,3,3,AP PW PWG,3
hrOm,hrOq,1,3,3,MW PW PWG,3
hlAduni,hrAduni,1,3,3,MW PW PWG,3
hvar,svar,6,3,3,CCS PW PWG,3
hvara,vara,10,3,3,MW PW PWG,3
hvaraka,varaka,3,3,3,MW PW PWG,3
hvalana,jvalana,2,3,3,CAE MW PW,3
hvalA,halA,4,3,3,AP CCS MW,3
hvAya,vAya,4,3,3,MW PW PWG,3
akarada,akaraRa,2,3,3,IEG PD SCH,2
akavA,akava,4,3,3,AP AP90 VCP,2
akAruRika,kAruRika,1,3,3,PD PW STC,2
akAlaka,kAlaka,1,3,3,BHS MW PD,2
akusuma,kusuma,1,3,3,MW MW72 PD,2
akftAnna,kftAnna,1,3,3,CAE PD PW,2
akftodvAha,kftodvAha,1,3,3,AP PD YAT,2
akopya,akupya,1,3,3,BHS MW PD,2
aklinna,klinna,1,3,3,AP AP90 PD,2
akzajYa,akzaja,1,3,3,LRV MD PD,2
aKara,amara,13,3,3,MW72 PD YAT,2
aganDin,ganDin,1,3,3,MW PD PW,2
agalita,galita,3,3,3,BHS PD SCH,2
agnijAta,agnijAra,1,3,3,AP GST PD,2
agnizWA,agnizWa,1,3,3,IEG MW PD,2
agnisAkzikam,agnisAkzika,1,3,3,PD PW SCH,2
agnIzomO,agnIzoma,1,3,3,INM MW PD,2
aGaGna,aGana,1,3,3,MW PD YAT,2
aGaharaRa,apaharaRa,2,3,3,GST MW PD,2
aGona,aGora,3,3,3,PD SCH YAT,2
aMk,aMh,6,3,3,AP90 FRI LRV,2
aNkanIya,SaNkanIya,1,3,3,PD SHS WIL,2
aNgulImudrA,aNgulimudrA,1,3,3,CCS PD PW,2
acandra,candra,2,3,3,MW MW72 PD,2
acarat,acara,1,3,3,GRA MW PD,2
acireRa,cireRa,1,3,3,MW PWG VCP,2
acCodana,AcCodana,1,3,3,PD PWG SCH,2
acyut,acyuta,4,3,3,PD SCH VEI,2
ajagalastana,ajAgalastana,1,3,3,MD PD PWG,2
ajatA,gajatA,4,3,3,LRV MW PD,2
ajanaka,janaka,2,3,3,PD SHS WIL,2
ajayAna,apayAna,2,3,3,PD PW PWG,2
ajijYAsu,jijYAsu,1,3,3,PD PW PWG,2
ajjUkA,ajjukA,1,3,3,AP AP90 VCP,2
ajYA,jYA,5,3,3,LAN LRV PD,2
ajYAnam,ajYAna,1,3,3,AP PD PUI,2
aYjanakI,aYjanaka,1,3,3,AP MW PD,2
aYjAsA,aYjasA,1,3,3,PD PW PWG,2
awAwya,awAwyA,1,3,3,PD SCH STC,2
awAya,apAya,4,3,3,MW MW72 PD,2
aRqira,aRqIra,2,3,3,PD PW VCP,2
atarkin,tarkin,1,3,3,CCS MD PD,2
atApasa,tApasa,1,3,3,MW PD PW,2
atiKyA,aBiKyA,1,3,3,MW MW72 PD,2
atigur,atiguru,1,3,3,MW MW72 PD,2
aticira,aticAra,2,3,3,MW PD STC,2
atiTI,atiTi,2,3,3,PW PWKVN SCH,2
atiDarma,aBiDarma,1,3,3,PD PW PWKVN,2
atipadma,aBipadma,1,3,3,PD PW PWG,2
atiprasakta,atiprasakti,1,3,3,PD PW STC,2
atiBA,atiBI,3,3,3,MW PD STC,2
atilomaSA,atilomaSa,1,3,3,MW PD SKD,2
ativarzaRa,aBivarzaRa,1,3,3,PD PW PWG,2
ativiSvas,ativiSva,1,3,3,MW PD STC,2
atiSayam,atiSaya,1,3,3,BOP MW PD,2
atiSasta,aBiSasta,3,3,3,GST MW PD,2
atizaNga,aBizaNga,1,3,3,PD PW PWG,2
atizita,atimita,1,3,3,CAE MW PD,2
atIndra,atandra,1,3,3,INM PD VCP,2
atIzaNga,aBIzaNga,1,3,3,PD PW PWG,2
atuzAra,tuzAra,1,3,3,AP AP90 PD,2
atuhina,tuhina,1,3,3,MW MW72 PD,2
atejomaya,tejomaya,1,3,3,MW PD PW,2
attrin,sattrin,5,3,3,GST SHS WIL,2
atyaNga,aByaNga,3,3,3,PD PW PWG,2
atyayaH,atyaya,1,3,3,AP AP90 SKD,2
atyAsa,aByAsa,4,3,3,MW72 PD PWG,2
atyukta,ayukta,3,3,3,PD PW PWG,2
atyUhA,atyUha,1,3,3,AP MW PD,2
atriBaradvAjikA,atriBAradvAjikA,1,3,3,PD PW PWG,2
atrI,strI,5,3,3,AP PD PWG,2
adasya,sadasya,4,3,3,MW MW72 PD,2
adAkziRAtya,dAkziRAtya,1,3,3,MW PD PW,2
adUzaRa,dUzaRa,1,3,3,MD PD PW,2
adevara,devara,2,3,3,MD PD PW,2
adeha,deha,4,3,3,MW PD PW,2
adma,padma,11,3,3,MW PD PUI,2
adyEva,adEva,1,3,3,LRV MW PD,2
adva,aSva,14,3,3,PW PWKVN SCH,2
aDarmajYa,DarmajYa,1,3,3,CAE PD PW,2
aDarmA,aDarma,1,3,3,AP MW PD,2
aDaspadam,aDaspada,1,3,3,MW PD VCP,2
aDiH,aDi,1,3,3,AP AP90 SKD,2
aDidEvam,aDidEva,1,3,3,AP MW PD,2
aDiyuj,aBiyuj,1,3,3,MW PD STC,2
aDiSasta,aBiSasta,1,3,3,MW PD STC,2
aDyApakaH,aDyApaka,1,3,3,AP AP90 SKD,2
anaH,anas,2,3,3,AP AP90 SKD,2
anakadunduBi,AnakadunduBi,1,3,3,GST LRV MW,2
anaNgada,anaNgaka,1,3,3,AP PD PW,2
anaDyAyin,anuDyAyin,1,3,3,MD PD PW,2
anantagati,ananyagati,1,3,3,INM PD SCH,2
anapAyA,anapAya,1,3,3,LRV PD PUI,2
anamasyu,namasyu,1,3,3,MW PD PW,2
anarSa,anarTa,6,3,3,GRA PD PWG,2
analAya,anapAya,2,3,3,MD MW PD,2
anavat,antavat,2,3,3,GST MW72 PD,2
anavamA,anavama,1,3,3,LRV PD SCH,2
anavasAda,anavasAna,1,3,3,PD SCH STC,2
