year_month,repo,issues_opened,issues_closed,prs_opened,prs_closed,commits,unique_authors
2021-04,temp_corrections_ap90,0,0,0,0,8,2
2021-04,temp_corrections_mw,0,0,0,0,3,1
2021-05,AP90,11,5,0,0,5,2
2021-05,COLOGNE,1,0,0,0,0,0
2021-05,MWS,1,0,0,0,0,0
2021-05,PWG,1,0,0,0,1,1
2021-05,csl-apidev,0,0,0,0,5,1
2021-05,csl-corrections,1,1,0,0,0,0
2021-05,csl-homepage,0,0,0,0,2,1
2021-05,csl-orig,2,1,0,0,28,2
2021-05,csl-pywork,0,0,0,0,5,1
2021-05,csl-websanlexicon,0,0,0,0,2,1
2021-05,hwnorm2,0,0,0,0,4,1
2021-05,temp_corrections_ap90,0,0,0,0,3,1
2021-05,temp_corrections_mw,1,1,0,0,0,0
2021-06,AP90,1,0,0,0,7,2
2021-06,COLOGNE,1,0,0,0,0,0
2021-06,CORRECTIONS,0,0,0,0,4,1
2021-06,csl-apidev,1,1,0,0,1,1
2021-06,csl-corrections,0,1,0,0,4,1
2021-06,csl-homepage,0,0,0,0,1,1
2021-06,csl-orig,75,68,0,0,21,1
2021-06,csl-pywork,0,0,0,0,2,1
2021-06,temp_corrections_ae,0,0,0,0,2,1
2021-06,temp_corrections_ap90,2,0,0,0,4,2
2021-06,temp_corrections_mw,1,0,0,0,2,2
2021-07,CAE,1,0,0,0,0,0
2021-07,COLOGNE,1,0,0,0,0,0
2021-07,CORRECTIONS,0,0,0,0,6,1
2021-07,PWG,3,1,0,0,5,1
2021-07,PWK,2,1,0,0,0,0
2021-07,WIL,1,0,0,0,0,0
2021-07,csl-apidev,0,0,0,0,1,1
2021-07,csl-corrections,8,14,0,0,9,2
2021-07,csl-orig,3,2,0,0,22,2
2021-07,csl-pywork,0,0,0,0,3,1
2021-07,hwnorm1,1,0,0,0,2,1
2021-07,temp_corrections_ae,0,0,0,0,1,1
2021-07,temp_corrections_ap90,0,0,0,0,4,2
2021-07,temp_corrections_mw,0,0,0,0,1,1
2021-08,AP90,1,2,0,0,4,2
2021-08,ApteES,0,0,0,0,3,1
2021-08,BEN,1,0,0,0,1,1
2021-08,BHS,0,0,0,0,3,1
2021-08,COLOGNE,7,7,0,0,0,0
2021-08,CORRECTIONS,0,1,0,0,6,1
2021-08,MWS,1,1,0,0,0,0
2021-08,PWG,3,2,0,0,7,1
2021-08,PWK,2,0,0,0,0,0
2021-08,SKD,1,0,0,0,0,0
2021-08,VCP,8,7,0,0,29,1
2021-08,cologne-stardict,0,0,0,0,47,1
2021-08,csl-apidev,0,0,0,0,7,1
2021-08,csl-corrections,7,2,0,0,4,1
2021-08,csl-doc,0,1,0,0,0,0
2021-08,csl-homepage,1,0,0,0,5,2
2021-08,csl-json,4,4,0,0,28,1
2021-08,csl-orig,2,24,0,0,50,2
2021-08,csl-pywork,0,4,0,0,21,2
2021-08,csl-websanlexicon,0,0,0,0,1,1
2021-08,temp_corrections_acc,0,0,0,0,5,2
2021-08,temp_corrections_ae,0,0,0,0,2,2
2021-08,temp_corrections_ap90,0,0,0,0,2,2
2021-08,temp_corrections_mw,0,0,0,0,1,1
2021-09,ApteES,0,1,0,0,0,0
2021-09,ArabicInSanskrit,0,1,0,0,0,0
2021-09,BEN,1,1,0,0,5,1
2021-09,BOR,1,0,0,0,12,1
2021-09,COLOGNE,12,3,0,0,9,2
2021-09,CORRECTIONS,0,2,0,0,1,1
2021-09,GRA,2,0,0,0,0,0
2021-09,GreekInSanskrit,7,5,0,0,0,0
2021-09,MW72,0,1,0,0,0,0
2021-09,MWS,1,0,0,0,0,0
2021-09,PWG,1,2,0,0,0,0
2021-09,PWK,4,0,0,0,7,2
2021-09,SCH,1,1,0,0,0,0
2021-09,VCP,0,1,0,0,1,1
2021-09,alternateheadwords,1,2,0,0,11,1
2021-09,cologne-stardict,5,2,0,0,93,1
2021-09,csl-apidev,0,0,0,0,2,1
2021-09,csl-corrections,1,7,0,0,7,2
2021-09,csl-devanagari,32,21,0,0,93,1
2021-09,csl-doc,1,1,0,0,3,1
2021-09,csl-homepage,4,4,0,0,7,2
2021-09,csl-inflect,1,0,0,0,0,0
2021-09,csl-json,1,1,0,0,53,1
2021-09,csl-newsletter,0,0,0,0,6,1
2021-09,csl-orig,87,25,0,0,47,2
2021-09,csl-pywork,2,2,0,0,18,2
2021-09,csl-websanlexicon,0,0,0,0,2,1
2021-09,temp_corrections_acc,0,0,0,0,2,2
2021-09,temp_corrections_ae,0,0,0,0,1,1
2021-09,temp_corrections_ap90,0,1,0,0,0,0
2021-10,BEN,2,1,0,0,9,2
2021-10,BHS,1,0,0,0,0,0
2021-10,COLOGNE,11,1,0,0,0,0
2021-10,GreekInSanskrit,2,0,0,0,0,0
2021-10,MWS,14,4,0,0,32,2
2021-10,PWK,2,0,0,0,1,1
2021-10,VCP,1,0,0,0,0,0
2021-10,cologne-stardict,11,15,0,0,107,1
2021-10,csl-apidev,0,0,0,0,2,1
2021-10,csl-corrections,0,0,0,0,9,1
2021-10,csl-devanagari,3,1,0,0,8,1
2021-10,csl-homepage,0,1,0,0,1,1
2021-10,csl-inflect,0,0,0,0,2,1
2021-10,csl-json,1,1,0,0,5,1
2021-10,csl-ldev,0,0,1,1,52,2
2021-10,csl-lnum,3,1,1,1,50,2
2021-10,csl-newsletter,0,0,0,0,5,1
2021-10,csl-orig,5,47,0,0,41,2
2021-10,csl-pywork,0,0,0,0,8,1
2021-10,csl-websanlexicon,0,0,0,0,4,1
2021-11,CCS,1,0,0,0,0,0
2021-11,PWK,1,0,0,0,3,1
2021-11,csl-json,1,0,0,0,0,0
2021-11,csl-ldev,0,0,1,0,0,0
2021-11,csl-orig,0,0,0,0,2,1
2021-11,csl-pywork,0,0,0,0,3,1
2021-12,COLOGNE,5,0,0,0,1,1
2021-12,INM,7,6,0,0,4,1
2021-12,MD,1,1,0,0,0,0
2021-12,MWS,1,0,0,0,3,2
2021-12,cologne-stardict,1,0,0,0,13,1
2021-12,csl-apidev,0,0,0,0,4,1
2021-12,csl-corrections,0,0,0,0,3,1
2021-12,csl-devanagari,1,1,0,0,0,0
2021-12,csl-json,0,1,0,0,0,0
2021-12,csl-orig,50,48,0,0,56,1
2021-12,csl-pywork,0,0,0,0,28,1
2021-12,csl-websanlexicon,0,0,0,0,2,1
2022-01,COLOGNE,1,0,0,0,0,0
2022-01,MD,2,0,0,0,11,2
2022-01,MWS,0,1,0,0,1,1
2022-01,PWG,6,1,0,0,2,1
2022-01,PWK,1,2,0,0,2,1
2022-01,cologne-stardict,0,0,0,0,22,1
2022-01,csl-apidev,0,0,0,0,5,1
2022-01,csl-devanagari,1,0,0,0,1,1
2022-01,csl-json,0,0,0,0,1,1
2022-01,csl-ldev,0,0,0,1,5,1
2022-01,csl-orig,1,0,0,0,5,2
2022-01,csl-pywork,0,0,0,0,1,1
2022-01,csl-websanlexicon,0,0,0,0,4,1
2022-01,hwnorm1,0,0,0,0,1,1
2022-02,COLOGNE,4,0,0,0,4,1
2022-02,MD,2,1,0,0,12,2
2022-02,MWS,2,1,0,0,0,0
2022-02,PWG,2,1,0,0,8,1
2022-02,PWK,4,0,0,0,1,1
2022-02,VCP,0,0,0,0,19,1
2022-02,cologne-stardict,0,3,0,0,6,1
2022-02,csl-apidev,0,0,0,0,3,1
2022-02,csl-devanagari,0,0,0,0,3,1
2022-02,csl-json,2,2,0,0,4,1
2022-02,csl-ldev,6,1,2,2,4,1
2022-02,csl-lnum,0,1,0,0,0,0
2022-02,csl-newsletter,0,0,0,0,9,1
2022-02,csl-orig,3,2,0,0,19,2
2022-02,csl-pywork,0,0,0,0,4,1
2022-02,csl-websanlexicon,0,0,0,0,2,1
2022-02,literarysource,3,0,0,0,25,1
2022-02,temp_corrections_ap90,0,0,0,0,4,2
2022-03,COLOGNE,1,0,0,0,4,1
2022-03,MD,3,3,0,0,18,2
2022-03,MWS,1,0,0,0,0,0
2022-03,PWG,2,1,0,0,0,0
2022-03,SKD,2,0,0,0,1,1
2022-03,WIL,1,0,0,0,0,0
2022-03,csl-apidev,0,0,0,0,3,1
2022-03,csl-corrections,0,0,0,0,2,1
2022-03,csl-devanagari,2,0,0,0,2,1
2022-03,csl-kale,1,0,0,0,0,0
2022-03,csl-ldev,0,0,0,0,1,1
2022-03,csl-orig,0,0,0,0,4,2
2022-03,csl-pywork,0,0,0,0,1,1
2022-03,csl-websanlexicon,0,0,0,0,6,1
2022-03,temp_corrections_ap90,0,0,0,0,1,1
2022-04,COLOGNE,1,0,0,0,0,0
2022-04,PWK,1,0,0,0,1,1
2022-04,SKD,0,0,0,0,1,1
2022-04,csl-apidev,0,0,0,0,3,1
2022-04,csl-corrections,0,0,0,0,3,1
2022-04,csl-devanagari,1,0,0,0,0,0
2022-04,csl-ldev,1,0,0,0,0,0
2022-04,csl-orig,105,95,0,0,13,1
2022-04,csl-pywork,0,0,0,0,4,1
2022-04,csl-websanlexicon,0,0,0,0,2,1
2022-05,ArabicInSanskrit,1,0,0,0,0,0
2022-05,BEN,3,1,0,0,5,1
2022-05,BOP,3,0,0,0,5,1
2022-05,BUR,2,1,0,0,9,1
2022-05,GreekInSanskrit,0,10,0,0,0,0
2022-05,INM,2,0,0,0,1,1
2022-05,PWG,2,2,0,0,1,1
2022-05,PWK,1,1,0,0,1,1
2022-05,SCH,2,2,0,0,4,1
2022-05,csl-apidev,0,0,0,0,9,1
2022-05,csl-corrections,0,0,0,0,2,1
2022-05,csl-kale,0,1,0,0,1,1
2022-05,csl-orig,0,0,0,0,20,1
2022-05,csl-pywork,0,0,0,0,5,1
2022-05,csl-websanlexicon,0,0,0,0,6,1
2022-06,AP90,1,0,0,0,0,0
2022-06,COLOGNE,1,0,0,0,0,0
2022-06,INM,0,1,0,0,2,1
2022-06,MWS,3,3,0,0,0,0
2022-06,PWG,4,2,0,0,4,1
2022-06,PWK,3,2,0,0,4,1
2022-06,SKD,0,1,0,0,1,1
2022-06,cologne-stardict,1,1,0,0,5,1
2022-06,csl-apidev,0,0,0,0,3,1
2022-06,csl-corrections,0,0,0,0,1,1
2022-06,csl-json,0,0,0,0,1,1
2022-06,csl-orig,0,0,0,0,14,1
2022-06,csl-pywork,0,0,0,0,5,2
2022-06,csl-websanlexicon,0,0,0,0,4,1
2022-07,MWS,5,6,0,0,7,1
2022-07,PWG,1,0,0,0,0,0
2022-07,csl-apidev,0,0,0,0,3,1
2022-07,csl-corrections,0,0,0,0,1,1
2022-07,csl-ldev,1,0,1,0,0,0
2022-07,csl-orig,2,0,0,0,6,1
2022-07,csl-pywork,0,0,0,0,7,1
2022-07,csl-websanlexicon,0,0,0,0,2,1
2022-08,COLOGNE,1,0,0,0,0,0
2022-08,MWS,1,2,0,0,10,1
2022-08,csl-apidev,0,0,0,0,2,1
2022-08,csl-corrections,0,0,0,0,6,1
2022-08,csl-ldev,0,0,1,0,0,0
2022-08,csl-orig,0,0,0,0,10,1
2022-08,csl-pywork,0,0,0,0,6,1
2022-08,csl-websanlexicon,0,0,0,0,2,1
2022-09,BOR,1,0,0,0,0,0
2022-09,LRV,9,5,0,0,48,1
2022-09,MWS,2,1,0,0,12,2
2022-09,PWG,1,0,0,0,5,1
2022-09,cologne-stardict,1,0,0,0,0,0
2022-09,csl-apidev,0,0,0,0,3,1
2022-09,csl-corrections,1,1,0,0,20,1
2022-09,csl-ldev,0,0,2,0,0,0
2022-09,csl-orig,129,127,0,0,19,1
2022-09,csl-pywork,0,0,0,0,8,1
2022-09,csl-websanlexicon,0,0,0,0,6,1
2022-10,COLOGNE,0,0,0,0,1,1
2022-10,CORRECTIONS,0,1,0,0,0,0
2022-10,LRV,15,14,0,0,71,2
2022-10,MWS,1,3,0,0,6,1
2022-10,csl-apidev,3,1,0,0,9,2
2022-10,csl-corrections,0,0,0,0,1,1
2022-10,csl-homepage,0,0,0,0,3,2
2022-10,csl-inflect,0,0,0,0,1,1
2022-10,csl-orig,0,0,0,0,20,2
2022-10,csl-pywork,1,0,0,0,6,1
2022-10,csl-websanlexicon,2,0,0,0,5,2
2022-10,hwnorm1,0,0,0,0,1,1
2022-11,COLOGNE,1,0,0,0,0,0
2022-11,MWS,1,0,0,0,8,1
2022-11,PWG,1,0,0,0,0,0
2022-11,csl-apidev,0,0,0,0,2,1
2022-11,csl-homepage,3,1,0,0,2,1
2022-11,csl-orig,0,0,0,0,7,1
2022-11,csl-websanlexicon,2,1,0,0,3,1
2022-11,csl-westergaard,0,0,0,0,1,1
2022-12,COLOGNE,2,1,0,0,0,0
2022-12,GRA,1,1,0,0,0,0
2022-12,MWS,2,4,0,0,12,2
2022-12,PWK,1,0,0,0,5,2
2022-12,SKD,1,0,0,0,0,0
2022-12,csl-apidev,2,1,0,0,8,1
2022-12,csl-corrections,0,0,0,0,5,1
2022-12,csl-homepage,1,1,0,0,2,1
2022-12,csl-orig,72,71,0,0,16,2
2022-12,csl-pywork,0,0,0,0,2,1
2022-12,csl-websanlexicon,1,1,0,0,3,1
2022-12,mw-dev,1,0,0,0,0,0
2023-01,AP90,0,1,0,0,0,0
2023-01,BUR,0,1,0,0,0,0
2023-01,COLOGNE,2,3,0,0,0,0
2023-01,CORRECTIONS,1,0,0,0,0,0
2023-01,LRV,0,2,0,0,0,0
2023-01,MD,0,0,0,0,2,1
2023-01,MWS,2,20,0,0,2,1
2023-01,PWG,2,2,0,0,10,1
2023-01,PWK,0,2,0,0,13,2
2023-01,SKD,0,1,0,0,0,0
2023-01,csl-apidev,0,0,0,0,1,1
2023-01,csl-homepage,0,0,0,0,1,1
2023-01,csl-inflect,0,0,0,0,1,1
2023-01,csl-kale,1,0,0,0,1,1
2023-01,csl-ldev,0,0,0,4,0,0
2023-01,csl-newsletter,0,0,0,0,11,1
2023-01,csl-orig,2,11,0,0,18,2
2023-01,csl-pywork,0,0,0,0,2,1
2023-01,csl-websanlexicon,0,0,0,0,3,1
2023-01,mw-dev,4,1,0,0,2,1
2023-02,BUR,1,0,0,0,4,2
2023-02,COLOGNE,3,0,0,0,1,1
2023-02,MD,1,2,0,0,8,2
2023-02,MWS,5,2,0,0,9,1
2023-02,PWG,1,1,0,0,1,1
2023-02,csl-apidev,0,0,0,0,2,1
2023-02,csl-ldev,1,0,0,0,0,0
2023-02,csl-orig,2,0,0,0,13,1
2023-02,csl-pywork,0,0,0,0,3,1
2023-02,csl-websanlexicon,0,0,0,0,1,1
2023-02,mw-dev,18,5,0,0,34,3
2023-03,BOP,1,0,0,0,1,1
2023-03,BUR,0,1,0,0,2,2
2023-03,COLOGNE,4,2,0,0,5,1
2023-03,GRA,1,0,0,0,0,0
2023-03,MWS,1,1,0,0,0,0
2023-03,PWK,2,1,0,0,0,0
2023-03,STC,1,0,0,0,0,0
2023-03,csl-apidev,0,0,0,0,9,1
2023-03,csl-corrections,0,0,0,0,2,1
2023-03,csl-homepage,0,0,0,0,1,1
2023-03,csl-orig,59,58,0,0,23,2
2023-03,csl-pywork,0,0,0,0,7,1
2023-03,csl-websanlexicon,0,0,0,0,2,1
2023-04,BOP,1,2,0,0,7,2
2023-04,COLOGNE,5,1,0,0,3,1
2023-04,GRA,2,0,0,0,7,1
2023-04,LRV,0,1,0,0,0,0
2023-04,PWK,0,1,0,0,4,1
2023-04,csl-apidev,0,0,0,0,1,1
2023-04,csl-doc,0,0,0,0,1,1
2023-04,csl-homepage,0,0,0,0,2,1
2023-04,csl-newsletter,0,0,0,0,1,1
2023-04,csl-orig,0,0,0,0,5,1
2023-04,csl-pywork,1,1,0,0,3,1
2023-04,csl-websanlexicon,1,0,0,0,5,1
2023-04,csl-whitroot,0,0,0,0,1,1
2023-04,mw-dev,0,0,0,0,2,1
2023-05,BEN,0,0,0,0,2,1
2023-05,GRA,5,2,0,0,5,1
2023-05,csl-apidev,0,0,0,0,2,1
2023-05,csl-doc,0,0,0,0,2,1
2023-05,csl-ldev,0,0,2,2,2,2
2023-05,csl-orig,1,0,0,0,0,0
2023-05,csl-websanlexicon,2,1,0,0,2,1
2023-06,BEN,0,0,0,0,1,1
2023-06,COLOGNE,0,0,0,0,7,1
2023-06,GRA,5,2,0,0,22,1
2023-06,PWK,1,0,0,0,0,0
2023-06,avlinks,0,0,0,0,1,1
2023-06,cologne-stardict,2,4,0,0,33,1
2023-06,csl-corrections,0,0,0,0,5,1
2023-06,csl-orig,121,119,0,0,18,2
2023-06,csl-pywork,0,0,0,0,3,1
2023-06,csl-websanlexicon,1,2,0,0,2,1
2023-07,BEN,0,1,0,0,2,1
2023-07,GRA,0,14,0,0,5,1
2023-07,MWS,2,1,0,0,1,1
2023-07,PWK,4,1,0,0,7,1
2023-07,csl-apidev,0,0,0,0,2,1
2023-07,csl-inflect,1,1,0,0,1,1
2023-07,csl-newsletter,1,0,0,0,4,1
2023-07,csl-orig,0,0,0,0,6,1
2023-07,csl-pywork,0,0,0,0,3,1
2023-07,csl-websanlexicon,1,0,0,0,2,1
2023-08,BHS,4,2,0,0,18,1
2023-08,MD,1,0,0,0,1,1
2023-08,PWK,0,0,0,0,6,1
2023-08,csl-apidev,0,0,0,0,2,1
2023-08,csl-orig,0,2,0,0,4,1
2023-08,csl-pywork,0,0,0,0,4,1
2023-08,csl-websanlexicon,0,0,0,0,2,1
2023-09,MD,0,0,0,0,2,1
2023-09,PWK,0,0,0,0,8,1
2023-09,csl-apidev,0,0,0,0,1,1
2023-09,csl-corrections,0,0,0,0,1,1
2023-09,csl-homepage,1,1,0,0,0,0
2023-09,csl-ldev,0,0,1,1,0,0
2023-09,csl-orig,70,71,0,0,17,2
2023-09,csl-pywork,0,0,0,0,3,1
2023-09,csl-websanlexicon,0,0,0,0,1,1
2023-10,PWK,0,0,0,0,12,1
2023-10,SKD,1,0,0,0,1,1
2023-10,csl-apidev,0,0,0,0,2,1
2023-10,csl-orig,0,0,1,1,9,2
2023-10,csl-websanlexicon,0,0,0,0,1,1
2023-11,PWK,4,4,0,0,22,1
2023-11,SKD,0,1,0,0,0,0
2023-11,csl-apidev,0,0,0,0,3,1
2023-11,csl-corrections,1,0,0,0,1,0
2023-11,csl-orig,0,0,0,0,10,1
2023-11,csl-pywork,0,0,0,0,5,1
2023-11,csl-websanlexicon,0,0,0,0,2,1
2023-11,hwnorm1,0,0,0,0,1,1
2023-11,test_cologne_push,0,0,0,0,4,1
2023-12,COLOGNE,2,2,0,0,0,0
2023-12,MD,0,0,0,0,4,1
2023-12,PWG,1,0,0,0,1,1
2023-12,PWK,0,0,0,0,5,1
2023-12,csl-apidev,2,2,0,0,11,2
2023-12,csl-corrections,2,10,0,0,8,2
2023-12,csl-homepage,1,0,0,0,3,2
2023-12,csl-newsletter,0,0,0,0,1,1
2023-12,csl-orig,178,179,0,0,39,2
2023-12,csl-pywork,0,0,0,0,7,2
2023-12,csl-websanlexicon,1,0,0,0,5,2
2023-12,hwnorm1,0,0,0,0,8,2
2024-01,AMAR,1,0,0,0,5,1
2024-01,BOP,1,1,0,0,5,1
2024-01,COLOGNE,5,2,0,0,0,0
2024-01,FRI,2,0,0,0,3,2
2024-01,MD,2,1,0,0,6,1
2024-01,MWS,1,4,0,0,5,1
2024-01,VCP,0,0,0,0,3,1
2024-01,cologne-stardict,0,0,0,0,2,1
2024-01,csl-apidev,0,0,0,0,5,2
2024-01,csl-corrections,2,0,0,0,32,2
2024-01,csl-devanagari,3,2,0,0,2,1
2024-01,csl-homepage,0,1,0,0,1,1
2024-01,csl-orig,133,135,8,8,59,4
2024-01,csl-pywork,1,0,0,0,4,1
2024-01,csl-websanlexicon,0,0,0,0,5,1
2024-01,hwnorm1,0,0,0,0,2,1
2024-02,BOP,1,0,0,0,4,1
2024-02,COLOGNE,0,2,0,0,2,1
2024-02,MWS,1,2,0,0,3,1
2024-02,PWG,1,0,0,0,0,0
2024-02,PWK,3,4,0,0,3,1
2024-02,SCH,1,0,0,0,0,0
2024-02,cologne-stardict,1,1,0,0,0,0
2024-02,csl-apidev,0,0,0,0,4,1
2024-02,csl-corrections,0,0,0,0,4,1
2024-02,csl-devanagari,0,1,0,0,2,1
2024-02,csl-ldev,0,0,1,1,0,0
2024-02,csl-orig,1,1,0,0,12,2
2024-02,csl-pywork,0,1,0,0,4,1
2024-02,csl-websanlexicon,2,1,0,0,8,1
2024-02,hwnorm1,0,0,0,0,2,1
2024-03,BUR,1,1,0,0,3,1
2024-03,PWK,2,6,0,0,13,1
2024-03,csl-apidev,1,0,0,0,2,1
2024-03,csl-corrections,0,0,0,0,6,1
2024-03,csl-orig,1,0,0,0,4,1
2024-03,csl-pywork,0,0,0,0,2,1
2024-03,csl-websanlexicon,2,1,0,0,3,1
2024-03,hwnorm1,0,0,0,0,1,1
2024-04,BUR,0,0,0,0,1,1
2024-04,MWS,1,23,0,0,12,1
2024-04,PWK,0,0,0,0,5,1
2024-04,csl-apidev,0,0,0,0,3,1
2024-04,csl-orig,0,0,0,0,4,1
2024-04,csl-pywork,1,0,0,0,8,1
2024-04,csl-websanlexicon,0,1,0,0,3,1
2024-05,ApteES,2,0,0,0,4,1
2024-05,BOP,0,3,0,0,2,1
2024-05,BOR,1,0,0,0,0,0
2024-05,MWS,1,0,0,0,0,0
2024-05,csl-corrections,3,4,0,0,7,1
2024-05,csl-orig,4,5,0,0,8,1
2024-05,csl-pywork,0,0,0,0,1,1
2024-06,LRV,1,0,0,0,0,0
2024-06,MWS,4,2,0,0,7,1
2024-06,PWG,1,2,0,0,0,0
2024-06,csl-apidev,0,0,0,0,3,1
2024-06,csl-corrections,0,0,0,0,21,1
2024-06,csl-orig,98,95,0,0,55,1
2024-06,csl-pywork,0,0,0,0,4,1
2024-06,csl-websanlexicon,3,2,0,0,4,1
2024-07,COLOGNE,1,1,0,0,3,1
2024-07,GRA,1,0,0,0,0,0
2024-07,MWS,6,4,0,0,8,1
2024-07,PWG,2,0,0,0,3,1
2024-07,csl-apidev,0,0,0,0,10,1
2024-07,csl-orig,1,5,0,0,8,1
2024-07,csl-websanlexicon,1,1,0,0,12,1
2024-08,BEN,1,1,0,0,1,1
2024-08,COLOGNE,7,6,0,0,7,1
2024-08,GRA,1,1,0,0,2,1
2024-08,MWS,4,5,0,0,10,1
2024-08,PWG,1,1,0,0,2,1
2024-08,csl-apidev,0,0,0,0,2,1
2024-08,csl-orig,0,0,0,0,14,1
2024-08,csl-pywork,0,0,0,0,9,1
2024-08,csl-websanlexicon,0,0,0,0,2,1
2024-09,COLOGNE,4,4,0,0,5,1
2024-09,MWS,3,0,0,0,6,1
2024-09,PWG,6,7,0,0,18,1
2024-09,csl-apidev,0,0,0,0,4,1
2024-09,csl-orig,0,0,0,0,11,1
2024-09,csl-pywork,0,0,0,0,5,1
2024-09,csl-websanlexicon,0,0,0,0,5,1
2024-10,LRV,0,1,0,0,2,1
2024-10,PWG,0,0,0,0,3,1
2024-10,csl-apidev,0,0,0,0,5,1
2024-10,csl-corrections,1,0,0,0,31,1
2024-10,csl-orig,38,34,0,0,25,1
2024-10,csl-pywork,0,0,0,0,3,1
2024-10,csl-websanlexicon,0,0,0,0,6,1
2024-11,MWS,1,0,0,0,1,1
2024-11,PWG,3,1,0,0,1,1
2024-11,PWK,0,1,0,0,0,0
2024-11,csl-apidev,2,2,0,0,12,1
2024-11,csl-corrections,0,1,0,0,9,1
2024-11,csl-orig,0,3,0,0,9,1
2024-11,csl-pywork,1,0,0,0,0,0
2024-11,csl-websanlexicon,2,2,0,0,11,1
2024-12,BHS,0,0,0,0,1,1
2024-12,MWS,1,1,0,0,2,1
2024-12,PWG,1,0,0,0,4,1
2024-12,PWK,3,3,0,0,6,1
2024-12,SCH,1,1,0,0,3,1
2024-12,csl-apidev,0,0,0,0,2,1
2024-12,csl-corrections,0,0,0,0,8,1
2024-12,csl-orig,0,0,0,0,15,1
2024-12,csl-pywork,0,0,0,0,1,1
2024-12,csl-websanlexicon,0,0,0,0,2,1
2025-01,BEN,0,1,0,0,0,0
2025-01,COLOGNE,3,0,0,0,0,0
2025-01,FRI,1,0,0,0,0,0
2025-01,MWS,2,0,0,0,0,0
2025-01,PWG,6,2,0,0,0,0
2025-01,VEI,1,0,0,0,0,0
2025-01,WIL,1,0,0,0,0,0
2025-01,csl-apidev,0,0,0,0,2,1
2025-01,csl-corrections,1,1,0,0,8,2
2025-01,csl-newsletter,1,0,0,0,0,0
2025-01,csl-orig,0,0,0,0,3,2
2025-01,csl-websanlexicon,0,0,0,0,1,1
2025-02,COLOGNE,2,0,0,0,0,0
2025-02,FRI,1,0,0,0,2,1
2025-02,MWS,0,1,0,0,0,0
2025-02,PWG,22,9,0,0,31,2
2025-02,csl-apidev,0,0,0,0,8,1
2025-02,csl-corrections,1,0,0,0,19,2
2025-02,csl-homepage,1,0,0,0,3,2
2025-02,csl-orig,901,7,0,0,31,2
2025-02,csl-pywork,0,0,0,0,2,1
2025-02,csl-websanlexicon,7,1,0,0,6,2
2025-03,COLOGNE,8,1,0,0,88,1
2025-03,GRA,2,0,0,0,0,0
2025-03,MWS,1,0,0,0,0,0
2025-03,PWG,22,20,0,0,66,2
2025-03,csl-apidev,0,0,0,0,15,2
2025-03,csl-corrections,0,0,0,0,1,1
2025-03,csl-lnum,0,0,0,0,2,1
2025-03,csl-orig,4,2,0,0,32,2
2025-03,csl-pywork,0,0,0,0,1,1
2025-03,csl-websanlexicon,1,2,0,0,16,2
2025-04,COLOGNE,1,0,0,0,0,0
2025-04,CORRECTIONS,1,0,0,0,3,1
2025-04,MWS,1,0,0,0,0,0
2025-04,PWG,10,12,0,0,14,1
2025-04,csl-apidev,0,0,0,0,7,1
2025-04,csl-corrections,3,1,0,0,27,2
2025-04,csl-orig,55,3,0,0,5,1
2025-04,csl-websanlexicon,0,0,0,0,7,1
2025-05,CORRECTIONS,0,0,0,0,2,1
2025-05,MWS,1,0,0,0,0,0
2025-05,PWG,6,9,0,0,15,1
2025-05,csl-apidev,0,0,0,0,9,1
2025-05,csl-corrections,0,0,0,0,13,1
2025-05,csl-orig,35,5,0,0,24,1
2025-05,csl-pywork,0,0,0,0,2,1
2025-05,csl-websanlexicon,0,0,0,0,9,1
2025-05,hwnorm2,1,1,0,0,3,1
2025-06,PWG,4,4,0,0,9,1
2025-06,PWK,0,0,0,0,7,1
2025-06,csl-apidev,0,0,0,0,7,1
2025-06,csl-corrections,2,2,0,0,7,1
2025-06,csl-orig,25,0,0,0,14,1
2025-06,csl-websanlexicon,0,0,0,0,6,1
2025-07,AP,1,1,0,0,7,1
2025-07,AP90,1,0,0,0,1,1
2025-07,COLOGNE,2,1,0,0,0,0
2025-07,PWG,5,1,0,0,27,1
2025-07,csl-apidev,0,0,0,0,3,1
2025-07,csl-corrections,1,1,0,0,12,2
2025-07,csl-homepage,0,0,0,0,1,1
2025-07,csl-orig,1,96,0,0,49,2
2025-07,csl-pywork,0,0,0,0,2,1
2025-07,csl-websanlexicon,0,0,0,0,2,1
2025-08,AP90,2,0,0,0,7,1
2025-08,MWS,1,1,0,0,1,1
2025-08,PWG,5,2,0,0,14,1
2025-08,SKD,1,0,0,0,0,0
2025-08,csl-apidev,0,0,0,0,10,1
2025-08,csl-corrections,0,1,0,0,9,2
2025-08,csl-orig,1,16,0,0,31,2
2025-08,csl-pywork,0,0,0,0,4,1
2025-08,csl-websanlexicon,0,0,0,0,9,1
2025-08,csl-westergaard,1,0,0,0,0,0
2025-09,AP,1,0,0,0,0,0
2025-09,MWS,1,0,0,0,0,0
2025-09,PWG,1,0,0,0,16,1
2025-09,csl-apidev,0,0,0,0,7,1
2025-09,csl-corrections,1,0,0,0,7,1
2025-09,csl-doc,0,0,0,0,1,1
2025-09,csl-orig,0,0,0,0,13,1
2025-09,csl-pywork,1,1,0,0,5,1
2025-09,csl-websanlexicon,0,0,0,0,8,1
2025-10,PWG,2,2,0,0,17,1
